,Players,Values,Team
589,Shkodran Mustafi,$2.75m  ,fc schalke 04
590,Timo Becker,$1.43m  ,fc schalke 04
591,Vasilios Pavlidis,$220Th.  ,fc schalke 04
592,Sead Kolasinac,$7.15m  ,fc schalke 04
593,Hamza Mendyl,$1.10m  ,fc schalke 04
594,Bastian Oczipka,$660Th.  ,fc schalke 04
595,Brooklyn Ezeh,$110Th.  ,fc schalke 04
596,William,$4.40m  ,fc schalke 04
597,Kilian Ludewig,$1.65m  ,fc schalke 04
598,Henning Matriciani,$110Th.  ,fc schalke 04
599,Omar Mascarell,$4.95m  ,fc schalke 04
600,Sebastian Rudy,$3.30m  ,fc schalke 04
601,Benjamin Stambouli,$1.65m  ,fc schalke 04
602,Florian Flick,$770Th.  ,fc schalke 04
603,Jimmy Kaparos,$110Th.  ,fc schalke 04
604,Suat Serdar,$9.90m  ,fc schalke 04
605,Nabil Bentaleb,$2.20m  ,fc schalke 04
606,Nassim Boujellab,$1.32m  ,fc schalke 04
607,Alessandro Schöpf,$1.65m  ,fc schalke 04
608,Mehmet Aydin,$880Th.  ,fc schalke 04
609,Kerim Calhanoglu,$1.32m  ,fc schalke 04
610,Amine Harit,$11.00m  ,fc schalke 04
611,Can Bozdogan,$2.75m  ,fc schalke 04
612,Levent Mercan,$550Th.  ,fc schalke 04
613,Blendi Idrizi,$440Th.  ,fc schalke 04
614,Mikail Maden,$220Th.  ,fc schalke 04
615,Benito Raman,$3.30m  ,fc schalke 04
616,Rabbi Matondo,$4.40m  ,fc schalke 04
617,Steven Skrzybski,$1.65m  ,fc schalke 04
618,Mark Uth,$3.30m  ,fc schalke 04
619,Gonçalo Paciência,$5.50m  ,fc schalke 04
620,Matthew Hoppe,$4.95m  ,fc schalke 04
621,Ahmed Kutucu,$1.87m  ,fc schalke 04
622,Klaas-Jan Huntelaar,$880Th.  ,fc schalke 04
623,Vedad Ibisevic,$550Th.  ,fc schalke 04
624,Luca Schuler,$220Th.  ,fc schalke 04
