Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,4,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.73,0.00,0.73,0.73,0.73
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,3,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,29,28,2426,27.0,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.8,1.8,0.00,0.07,0.07,0.00,0.07
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,1,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,15,4,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,36,36,3063,34.0,2,4,2,0,0,9,1,0.06,0.12,0.18,0.06,0.18,4.0,4.0,2.1,6.1,0.12,0.06,0.18,0.12,0.18
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,2,1,110,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.03,0.16,0.18,0.03,0.18
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,18,7,745,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,9,8,690,7.7,0,2,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17
Andrés Tello\Andres-Tello,DFMF,Benevento,it Serie A,23,17,2,413,4.6,1,0,1,0,0,3,0,0.22,0.00,0.22,0.22,0.22,0.4,0.4,0.0,0.5,0.09,0.01,0.10,0.09,0.10
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,29,12,1283,14.3,5,3,5,0,0,2,1,0.35,0.21,0.56,0.35,0.56,2.3,2.3,2.7,5.0,0.16,0.19,0.35,0.16,0.35
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,10,2,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.01,0.06,0.06,0.06
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,6,4,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31,31,2790,31.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,4,2,272,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,34,30,2436,27.1,9,7,8,1,1,2,1,0.33,0.26,0.59,0.30,0.55,6.3,5.6,4.5,10.0,0.23,0.17,0.40,0.21,0.37
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,25,22,1869,20.8,1,1,1,0,0,9,1,0.05,0.05,0.10,0.05,0.10,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,22,18,1481,16.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.6,1.8,0.01,0.10,0.11,0.01,0.11
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,24,5,754,8.4,3,1,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48,3.3,3.3,1.0,4.3,0.39,0.12,0.52,0.39,0.52
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,36,33,2732,30.4,8,8,8,0,2,5,0,0.26,0.26,0.53,0.26,0.53,9.8,8.3,9.0,17.3,0.32,0.30,0.62,0.27,0.57
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,19,15,1452,16.1,1,0,1,0,0,5,1,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.5,0.03,0.00,0.03,0.03,0.03
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,24,9,1029,11.4,2,3,2,0,0,0,0,0.17,0.26,0.44,0.17,0.44,1.1,1.1,0.7,1.7,0.09,0.06,0.15,0.09,0.15
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,27,12,1256,14.0,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,2.1,3.6,0.10,0.15,0.26,0.10,0.26
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,14,12,969,10.8,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,34,34,3024,33.6,4,0,4,0,0,5,1,0.12,0.00,0.12,0.12,0.12,2.2,2.2,0.0,2.2,0.06,0.00,0.07,0.06,0.07
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,37,31,2624,29.2,5,1,5,0,0,8,1,0.17,0.03,0.21,0.17,0.21,6.4,6.4,4.7,11.2,0.22,0.16,0.38,0.22,0.38
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,8,3,313,3.5,0,2,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,0.5,0.5,0.9,1.3,0.13,0.25,0.38,0.13,0.38
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,33,29,2648,29.4,3,1,3,0,0,10,0,0.10,0.03,0.14,0.10,0.14,3.7,3.7,0.9,4.5,0.13,0.03,0.15,0.13,0.15
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,29,20,1731,19.2,8,3,8,0,0,3,1,0.42,0.16,0.57,0.42,0.57,7.8,7.8,2.0,9.8,0.40,0.10,0.51,0.40,0.51
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,29,17,1494,16.6,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.05,0.02,0.07,0.05,0.07
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.20,0.00,0.20,0.20,0.20
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,38,37,3357,37.3,6,4,4,2,2,6,0,0.16,0.11,0.27,0.11,0.21,4.5,3.0,3.3,6.3,0.12,0.09,0.21,0.08,0.17
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,27,26,2299,25.5,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17
Steffen Tigges\Steffen-Tigges,FW,Dortmund,de Bundesliga,22,6,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.26,0.00,0.26,0.26,0.26
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,7,1,125,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.23,0.03,0.26,0.23,0.26
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,30,15,1395,15.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.4,0.03,0.06,0.09,0.03,0.09
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,15,15,1330,14.8,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,35,34,2811,31.2,14,6,14,0,0,3,0,0.45,0.19,0.64,0.45,0.64,18.4,18.4,6.1,24.5,0.59,0.19,0.78,0.59,0.78
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,16,7,781,8.7,1,0,1,0,0,1,1,0.12,0.00,0.12,0.12,0.12,2.3,2.3,0.5,2.8,0.26,0.06,0.32,0.26,0.32
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,26,18,1490,16.6,0,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,1.0,1.5,0.03,0.06,0.09,0.03,0.09
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,31,29,2537,28.2,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,3.5,3.5,0.9,4.4,0.12,0.03,0.16,0.12,0.16
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,31,31,2715,30.2,2,0,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,1.2,1.2,0.5,1.8,0.04,0.02,0.06,0.04,0.06
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,8,6,553,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,17,16,1466,16.3,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,25,17,1330,14.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.3,1.8,0.03,0.09,0.12,0.03,0.12
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,23,21,1782,19.8,1,0,1,0,0,11,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.0,1.3,0.07,0.00,0.07,0.07,0.07
Toño\Tono,DF,Levante,es La Liga,30,12,9,726,8.1,0,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.4,0.4,0.01,0.05,0.06,0.01,0.06
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,26,24,1940,21.6,2,0,2,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.0,0.9,0.04,0.00,0.04,0.04,0.04
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,3,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,6,1,170,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.6,0.6,0.4,0.9,0.29,0.19,0.48,0.29,0.48
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,19,3,518,5.8,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.6,0.8,0.04,0.10,0.14,0.04,0.14
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,24,15,1306,14.5,7,2,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.50,0.37,0.50
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,33,15,1400,15.6,0,3,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.8,0.8,1.7,2.5,0.05,0.11,0.16,0.05,0.16
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33,33,2970,33.0,2,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.1,2.3,0.04,0.03,0.07,0.04,0.07
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,35,19,1894,21.0,7,1,3,4,5,0,0,0.33,0.05,0.38,0.14,0.19,6.2,2.4,1.5,3.9,0.29,0.07,0.37,0.11,0.18
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,25,17,1548,17.2,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,1.5,1.5,0.6,2.1,0.09,0.03,0.12,0.09,0.12
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,14,11,969,10.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.06,0.07,0.01,0.07
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,5,0,48,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.25,0.25,0.00,0.25
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,29,20,1681,18.7,2,2,1,1,1,2,0,0.11,0.11,0.21,0.05,0.16,2.5,1.7,1.8,3.5,0.13,0.10,0.23,0.09,0.19
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,17,8,704,7.8,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.2,2.4,0.15,0.16,0.30,0.15,0.30
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,26,25,2090,23.2,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.5,1.5,1.0,2.5,0.06,0.04,0.11,0.06,0.11
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,34,25,2258,25.1,1,5,1,0,0,0,0,0.04,0.20,0.24,0.04,0.24,2.3,2.3,3.7,6.0,0.09,0.15,0.24,0.09,0.24
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,25,25,2234,24.8,0,2,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,2.1,3.1,0.04,0.09,0.13,0.04,0.13
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,6,0,74,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,37,28,2649,29.4,2,2,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,19,0,304,3.4,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.3,0.3,0.8,1.0,0.08,0.22,0.30,0.08,0.30
Bertrand Traoré\Bertrand-Traore,FW,Aston Villa,eng Premier League,24,36,29,2317,25.7,7,6,7,0,0,1,0,0.27,0.23,0.50,0.27,0.50,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37
Boubacar Traoré\Boubacar-Traore,MF,Metz,fr Ligue 1,18,2,0,54,0.6,1,0,1,0,0,0,0,1.67,0.00,1.67,1.67,1.67,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05
Chaka Traorè\Chaka-Traore,DFFW,Parma,it Serie A,15,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.28,0.00,0.28,0.28,0.28
Charles Traore\Charles-Traore,DF,Nantes,fr Ligue 1,28,22,19,1700,18.9,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02
Cheick Traoré\Cheick-Traore,DF,Lens,fr Ligue 1,25,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Hamari Traoré\Hamari-Traore,DF,Rennes,fr Ligue 1,28,35,34,3000,33.3,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,3.3,4.7,0.04,0.10,0.14,0.04,0.14
Ibrahima Traoré\Ibrahima-Traore,FWDF,M'Gladbach,de Bundesliga,32,7,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.22,0.22,0.00,0.22
Ismaël Traoré\Ismael-Traore,DF,Angers,fr Ligue 1,33,34,34,2993,33.3,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.5,1.5,0.7,2.3,0.05,0.02,0.07,0.05,0.07
Kevin Trapp\Kevin-Trapp,GK,Eint Frankfurt,de Bundesliga,30,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Miguel Trauco\Miguel-Trauco,DF,Saint-Étienne,fr Ligue 1,27,26,22,2035,22.6,0,2,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,2.7,2.8,0.01,0.12,0.12,0.01,0.12
Trézéguet\Trezeguet,FW,Aston Villa,eng Premier League,25,21,12,1166,13.0,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2.0,5.8,0.29,0.15,0.45,0.29,0.45
Manu Trigueros\Manu-Trigueros,MF,Villarreal,es La Liga,28,35,30,2527,28.1,1,6,1,0,0,6,1,0.04,0.21,0.25,0.04,0.25,2.7,2.7,5.1,7.8,0.10,0.18,0.28,0.10,0.28
Christopher Trimmel\Christopher-Trimmel,DF,Union Berlin,de Bundesliga,33,31,30,2572,28.6,1,9,1,0,0,9,0,0.03,0.31,0.35,0.03,0.35,0.3,0.3,4.9,5.2,0.01,0.17,0.18,0.01,0.18
Francisco Trincão\Francisco-Trincao,FWMF,Barcelona,es La Liga,20,28,3,706,7.8,3,2,3,0,0,1,0,0.38,0.25,0.64,0.38,0.64,3.1,3.1,1.0,4.1,0.40,0.13,0.52,0.40,0.52
Alessandro Tripaldelli\Alessandro-Tripaldelli,DF,Cagliari,it Serie A,21,10,3,300,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06
Kieran Trippier\Kieran-Trippier,DF,Atlético Madrid,es La Liga,29,28,28,2475,27.5,0,6,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.1,0.1,3.6,3.7,0.00,0.13,0.14,0.00,0.14
Leandro Trossard\Leandro-Trossard,FWMF,Brighton,eng Premier League,25,35,30,2607,29.0,5,5,5,0,0,2,0,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32
Alexis Trouillet\Alexis-Trouillet,MF,Nice,fr Ligue 1,19,5,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.06,0.33,0.39,0.06,0.39
Adrien Truffert\Adrien-Truffert,DFMF,Rennes,fr Ligue 1,18,29,23,1951,21.7,1,3,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18,1.5,1.5,2.0,3.5,0.07,0.09,0.16,0.07,0.16
Marvin Tshibuabua\Marvin-Tshibuabua,DF,Saint-Étienne,fr Ligue 1,18,1,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.30,0.00,0.30,0.30,0.30
Kostas Tsimikas\Kostas-Tsimikas,DF,Liverpool,eng Premier League,24,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Axel Tuanzebe\Axel-Tuanzebe,DF,Manchester Utd,eng Premier League,22,9,4,404,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Alessandro Tuia\Alessandro-Tuia,DF,Benevento,it Serie A,30,27,19,1765,19.6,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03
Ľubomír Tupta\Lubomir-Tupta,MF,Hellas Verona,it Serie A,22,2,1,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.39,0.00,0.39,0.39,0.39
Tuta\Tuta,DF,Eint Frankfurt,de Bundesliga,21,19,16,1459,16.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.02,0.01,0.02
Iyenoma Udogie\Iyenoma-Udogie,DFMF,Hellas Verona,it Serie A,17,6,0,170,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.15,0.02,0.17,0.15,0.17
Matthieu Udol\Matthieu-Udol,DF,Metz,fr Ligue 1,24,25,19,1724,19.2,0,3,0,0,0,1,1,0.00,0.16,0.16,0.00,0.16,0.4,0.4,2.2,2.6,0.02,0.11,0.13,0.02,0.13
Naomichi Ueda\Naomichi-Ueda,DF,Nîmes,fr Ligue 1,25,9,8,711,7.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,MF,Rennes,fr Ligue 1,16,3,1,65,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09
Hwang Ui-jo\Hwang-Ui-jo,FWMF,Bordeaux,fr Ligue 1,27,36,32,2503,27.8,12,3,9,3,3,1,0,0.43,0.11,0.54,0.32,0.43,12.4,10.2,2.1,12.2,0.45,0.08,0.52,0.37,0.44
Samir Ujkani\Samir-Ujkani,GK,Torino,it Serie A,32,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Samuel Umtiti\Samuel-Umtiti,DF,Barcelona,es La Liga,26,13,6,645,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
Enes Ünal\Enes-Unal,FW,Getafe,es La Liga,23,28,15,1318,14.6,4,2,3,1,1,4,0,0.27,0.14,0.41,0.20,0.34,4.1,3.3,1.3,4.6,0.28,0.09,0.37,0.22,0.32
Cengiz Ünder\Cengiz-Under,MFFW,Leicester City,eng Premier League,23,9,1,281,3.1,0,2,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,0.3,0.3,1.8,2.0,0.08,0.57,0.65,0.08,0.65
Dayot Upamecano\Dayot-Upamecano,DF,RB Leipzig,de Bundesliga,21,29,27,2330,25.9,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,1.0,1.0,0.9,1.9,0.04,0.04,0.07,0.04,0.07
Kacper Urbanski\Kacper-Urbanski,MF,Bologna,it Serie A,15,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mark Uth\Mark-Uth,FWMF,Schalke 04,de Bundesliga,28,20,18,1494,16.6,3,1,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24,2.8,2.8,1.2,4.0,0.17,0.07,0.24,0.17,0.24
Tomáš Vaclík\Tomas-Vaclik,GK,Sevilla,es La Liga,31,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Eugeni Valderrama\Eugeni-Valderrama,FWMF,Huesca,es La Liga,26,3,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06
Lautaro Valenti\Lautaro-Valenti,DF,Parma,it Serie A,21,11,6,499,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
Antoine Valerio\Antoine-Valerio,MF,Nîmes,fr Ligue 1,20,1,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.52,0.52,0.00,0.52
Borja Valero\Borja-Valero,MFFW,Fiorentina,it Serie A,35,20,4,491,5.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.04,0.03,0.04
Yan Valery\Yan-Valery,DFMF,Southampton,eng Premier League,21,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.27,0.00,0.27,0.27,0.27
Jesús Vallejo\Jesus-Vallejo,DF,Granada,es La Liga,23,21,15,1348,15.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Manu Vallejo\Manu-Vallejo,FW,Valencia,es La Liga,23,30,9,950,10.6,5,0,5,0,0,2,0,0.47,0.00,0.47,0.47,0.47,4.5,4.5,0.3,4.9,0.43,0.03,0.46,0.43,0.46
