Player,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
Tiemoué Bakayoko\Tiemoue-Bakayoko,MF,Napoli,it Serie A,25,21.8,35,1.60,28,0,1,2,3,1,2,0.09,1,0,0,0,1,0
Mitchel Bakker\Mitchel-Bakker,DF,Paris S-G,fr Ligue 1,20,18.8,33,1.75,32,1,0,0,0,0,3,0.16,2,1,0,0,0,0
Ridle Baku\Ridle-Baku,FWDF,Wolfsburg,de Bundesliga,22,29.8,85,2.86,69,1,4,3,5,3,16,0.54,14,0,1,0,0,1
Ridle Baku\Ridle-Baku,DF,Mainz 05,de Bundesliga,22,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dilane Bakwa\Dilane-Bakwa,FWMF,Bordeaux,fr Ligue 1,17,0.6,5,8.04,2,0,0,1,2,0,1,1.61,0,0,0,1,0,0
Fabián Balbuena\Fabian-Balbuena,DF,West Ham,eng Premier League,28,13.3,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keita Baldé\Keita-Balde,FW,Sampdoria,it Serie A,25,13.3,44,3.31,23,0,5,7,7,2,5,0.38,2,0,0,1,2,0
George Baldock\George-Baldock,DF,Sheffield Utd,eng Premier League,27,31.0,32,1.03,27,0,1,3,0,1,2,0.06,1,0,0,1,0,0
Gareth Bale\Gareth-Bale,FW,Tottenham,eng Premier League,31,10.2,45,4.40,24,7,8,3,2,1,5,0.49,2,1,0,2,0,0
Mikel Balenziaga\Mikel-Balenziaga,DF,Athletic Club,es La Liga,32,18.8,13,0.69,10,1,0,0,1,1,2,0.11,2,0,0,0,0,0
Leonardo Balerdi\Leonardo-Balerdi,DF,Marseille,fr Ligue 1,21,18.2,7,0.39,4,1,0,0,0,2,0,0.00,0,0,0,0,0,0
Fodé Ballo-Touré\Fode-Ballo-Toure,DF,Monaco,fr Ligue 1,23,7.4,13,1.77,12,0,0,0,1,0,4,0.54,3,0,0,0,1,0
Botond Balogh\Botond-Balogh,DF,Parma,it Serie A,18,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdoulaye Bamba\Abdoulaye-Bamba,DF,Angers,fr Ligue 1,30,15.0,21,1.40,18,1,1,0,0,1,0,0.00,0,0,0,0,0,0
Jonathan Bamba\Jonathan-Bamba,MF,Lille,fr Ligue 1,24,33.2,120,3.62,77,22,7,4,8,2,16,0.48,11,2,1,1,1,0
Robson Bambu\Robson-Bambu,DF,Nice,fr Ligue 1,22,11.6,2,0.17,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Patrick Bamford\Patrick-Bamford,FW,Leeds United,eng Premier League,26,33.9,60,1.77,41,0,5,6,6,2,17,0.50,9,0,2,2,4,0
Mattia Bani\Mattia-Bani,DF,Genoa,it Serie A,26,10.2,3,0.29,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Mattia Bani\Mattia-Bani,DF,Parma,it Serie A,26,12.7,5,0.39,4,0,0,1,0,0,1,0.08,0,0,0,1,0,0
Simon Banza\Simon-Banza,FW,Lens,fr Ligue 1,23,15.2,29,1.90,20,0,1,4,3,1,5,0.33,4,0,0,0,1,0
Antonín Barák\Antonin-Barak,MFFW,Hellas Verona,it Serie A,25,30.7,55,1.79,47,0,4,1,2,1,7,0.23,6,0,1,0,0,0
Federico Barba\Federico-Barba,DF,Benevento,it Serie A,26,29.5,25,0.85,24,0,0,1,0,0,2,0.07,2,0,0,0,0,0
Danilo Barbosa\Danilo-Barbosa,DF,Nice,fr Ligue 1,24,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Barcia\Barcia,DF,Granada,es La Liga,19,1.0,1,1.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Melvin Bard\Melvin-Bard,DF,Lyon,fr Ligue 1,19,4.8,9,1.87,8,0,0,0,1,0,1,0.21,0,0,0,0,1,0
Enis Bardhi\Enis-Bardhi,MF,Levante,es La Liga,25,18.7,51,2.73,37,7,5,1,1,0,6,0.32,5,1,0,0,0,0
Phil Bardsley\Phil-Bardsley,DF,Burnley,eng Premier League,35,3.0,3,0.99,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Nicolò Barella\Nicolo-Barella,MF,Inter,it Serie A,23,32.2,93,2.89,83,1,3,3,2,1,12,0.37,11,0,0,1,0,0
Philipp Bargfrede\Philipp-Bargfrede,MF,Werder Bremen,de Bundesliga,31,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kike Barja\Kike-Barja,MFFW,Osasuna,es La Liga,23,15.9,34,2.14,25,1,4,3,1,0,4,0.25,3,0,0,0,1,0
Ross Barkley\Ross-Barkley,MF,Aston Villa,eng Premier League,26,17.0,75,4.41,43,20,9,1,2,0,5,0.29,3,1,0,0,1,0
Ross Barkley\Ross-Barkley,MF,Chelsea,eng Premier League,26,0.5,3,6.43,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Aymen Barkok\Aymen-Barkok,FWMF,Eint Frankfurt,de Bundesliga,22,10.9,39,3.59,26,8,2,0,2,1,6,0.55,4,1,1,0,0,0
Ashley Barnes\Ashley-Barnes,FW,Burnley,eng Premier League,30,14.8,36,2.43,25,0,0,5,4,2,2,0.14,0,0,0,1,1,0
Harvey Barnes\Harvey-Barnes,FWMF,Leicester City,eng Premier League,22,21.6,68,3.15,44,0,8,7,8,1,8,0.37,5,0,2,0,1,0
Marc Baró\Marc-Baro,DF,Cádiz,es La Liga,20,1.0,3,3.00,0,2,1,0,0,0,0,0.00,0,0,0,0,0,0
Antonio Barragán\Antonio-Barragan,DF,Elche,es La Liga,33,24.8,21,0.85,15,2,1,1,2,0,6,0.24,3,1,1,0,1,0
Antonio Barreca\Antonio-Barreca,DF,Fiorentina,it Serie A,25,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leandro Barreiro Martins\Leandro-Barreiro-Martins,MF,Mainz 05,de Bundesliga,20,25.6,31,1.21,25,1,2,0,3,0,2,0.08,2,0,0,0,0,0
Ander Barrenetxea\Ander-Barrenetxea,MFFW,Real Sociedad,es La Liga,18,14.5,31,2.13,25,0,2,2,1,1,4,0.28,4,0,0,0,0,0
Jacob Barrett Laursen\Jacob-Barrett-Laursen,DF,Arminia,de Bundesliga,25,12.3,7,0.57,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Musa Barrow\Musa-Barrow,FWMF,Bologna,it Serie A,21,32.5,106,3.27,74,13,8,9,2,0,11,0.34,8,2,0,1,0,0
Kyle Bartley\Kyle-Bartley,DF,West Brom,eng Premier League,29,28.7,9,0.31,7,0,0,2,0,0,1,0.03,1,0,0,0,0,0
Paolo Bartolomei\Paolo-Bartolomei,MF,Spezia,it Serie A,30,3.6,7,1.97,6,1,0,0,0,0,2,0.56,2,0,0,0,0,0
Marc Bartra\Marc-Bartra,DF,Betis,es La Liga,29,18.8,7,0.37,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0
Daniele Baselli\Daniele-Baselli,MF,Torino,it Serie A,28,4.4,13,2.95,8,4,0,0,0,1,1,0.23,1,0,0,0,0,0
Chris Basham\Chris-Basham,DFMF,Sheffield Utd,eng Premier League,32,28.6,22,0.77,18,0,2,0,2,0,1,0.03,1,0,0,0,0,0
Toma Bašić\Toma-Basic,MF,Bordeaux,fr Ligue 1,23,28.9,52,1.80,28,8,4,2,5,5,3,0.10,0,1,2,0,0,0
Álvaro Bastida\Alvaro-Bastida,MF,Cádiz,es La Liga,16,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Bastoni\Alessandro-Bastoni,DF,Inter,it Serie A,21,32.5,31,0.95,26,0,0,2,2,1,4,0.12,4,0,0,0,0,0
Simone Bastoni\Simone-Bastoni,DF,Spezia,it Serie A,23,16.9,46,2.72,28,12,5,1,0,0,8,0.47,4,3,1,0,0,0
Bastos\Bastos,DF,Lazio,it Serie A,29,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michy Batshuayi\Michy-Batshuayi,FW,Crystal Palace,eng Premier League,26,8.1,20,2.47,13,1,4,0,2,0,2,0.25,1,0,0,0,1,0
Rodrigo Battaglia\Rodrigo-Battaglia,MF,Alavés,es La Liga,29,27.7,18,0.65,10,0,0,4,2,2,1,0.04,1,0,0,0,0,0
Cristian Battocchio\Cristian-Battocchio,MFFW,Brest,fr Ligue 1,28,3.9,13,3.30,9,3,1,0,0,0,0,0.00,0,0,0,0,0,0
Oliver Baumann\Oliver-Baumann,GK,Hoffenheim,de Bundesliga,30,31.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Julian Baumgartlinger\Julian-Baumgartlinger,MF,Leverkusen,de Bundesliga,32,11.9,23,1.93,18,0,0,1,4,0,2,0.17,1,0,0,1,0,0
Christoph Baumgartner\Christoph-Baumgartner,MFFW,Hoffenheim,de Bundesliga,20,26.3,79,3.00,51,2,3,5,14,4,11,0.42,7,0,1,0,3,0
Jon Bautista\Jon-Bautista,FWMF,Real Sociedad,es La Liga,25,4.1,9,2.19,7,0,0,2,0,0,1,0.24,1,0,0,0,0,0
Paul Baysse\Paul-Baysse,DF,Bordeaux,fr Ligue 1,32,29.0,15,0.52,12,1,0,1,0,1,3,0.10,3,0,0,0,0,0
Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,FWMF,Augsburg,de Bundesliga,23,0.4,1,2.50,1,0,0,0,0,0,1,2.50,1,0,0,0,0,0
Ihlas Bebou\Ihlas-Bebou,FW,Hoffenheim,de Bundesliga,26,24.4,71,2.90,56,0,8,3,3,1,14,0.57,8,0,3,2,1,0
Rodrigo Becão\Rodrigo-Becao,DF,Udinese,it Serie A,24,30.9,19,0.62,15,0,0,1,1,2,0,0.00,0,0,0,0,0,0
Sheraldo Becker\Sheraldo-Becker,FWMF,Union Berlin,de Bundesliga,25,12.3,37,3.01,28,0,3,3,3,0,9,0.73,7,0,1,0,1,0
Timo Becker\Timo-Becker,DF,Schalke 04,de Bundesliga,23,18.2,9,0.49,6,1,0,0,2,0,3,0.16,2,1,0,0,0,0
Jan Bednarek\Jan-Bednarek,DF,Southampton,eng Premier League,24,34.4,14,0.41,12,1,0,1,0,0,2,0.06,2,0,0,0,0,0
Donny van de Beek\Donny-van-de-Beek,MFFW,Manchester Utd,eng Premier League,23,5.8,12,2.06,10,0,1,0,1,0,2,0.34,1,0,0,0,1,0
Valon Behrami\Valon-Behrami,MF,Genoa,it Serie A,35,9.9,7,0.71,6,0,0,0,1,0,1,0.10,0,0,0,0,1,0
Brian Behrendt\Brian-Behrendt,DF,Arminia,de Bundesliga,28,0.9,2,2.28,0,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Maximilian Beier\Maximilian-Beier,FW,Hoffenheim,de Bundesliga,17,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ishak Belfodil\Ishak-Belfodil,FW,Hoffenheim,de Bundesliga,28,6.6,19,2.87,14,0,0,2,3,0,1,0.15,1,0,0,0,0,0
Erwan Belhadji\Erwan-Belhadji,MF,Dijon,fr Ligue 1,19,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Haris Belkebla\Haris-Belkebla,MF,Brest,fr Ligue 1,26,30.3,34,1.12,28,1,2,1,2,0,2,0.07,1,0,0,0,1,0
Stefan Bell\Stefan-Bell,DF,Mainz 05,de Bundesliga,28,14.1,6,0.43,4,1,0,0,0,1,2,0.14,1,1,0,0,0,0
Karim Bellarabi\Karim-Bellarabi,FWMF,Leverkusen,de Bundesliga,30,8.9,30,3.38,20,0,8,2,0,0,1,0.11,0,0,0,1,0,0
Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,MFFW,Strasbourg,fr Ligue 1,22,23.2,44,1.90,23,3,6,4,5,3,8,0.35,4,0,0,1,3,0
Héctor Bellerín\Hector-Bellerin,DF,Arsenal,eng Premier League,25,23.2,41,1.77,37,1,0,2,1,0,7,0.30,6,0,0,0,1,0
Jude Bellingham\Jude-Bellingham,MF,Dortmund,de Bundesliga,17,18.9,41,2.17,34,0,1,1,3,2,7,0.37,7,0,0,0,0,0
Andrea Belotti\Andrea-Belotti,FW,Torino,it Serie A,26,32.1,111,3.46,52,1,13,11,28,6,17,0.53,6,0,1,3,6,1
Fran Beltrán\Fran-Beltran,MF,Celta Vigo,es La Liga,21,15.5,23,1.48,19,1,2,1,0,0,1,0.06,1,0,0,0,0,0
Sami Ben Amar\Sami-Ben-Amar,MF,Nîmes,fr Ligue 1,22,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hatem Ben Arfa\Hatem-Ben-Arfa,MFFW,Bordeaux,fr Ligue 1,33,18.9,68,3.59,31,17,12,4,3,1,8,0.42,2,3,2,0,1,0
Salim Ben Seghir\Salim-Ben-Seghir,DF,Nice,fr Ligue 1,17,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wissam Ben Yedder\Wissam-Ben-Yedder,FW,Monaco,fr Ligue 1,29,29.0,83,2.87,60,0,8,8,6,1,15,0.52,11,0,0,3,1,0
Ahmad Benali\Ahmad-Benali,MF,Crotone,it Serie A,28,13.5,29,2.15,22,4,2,0,1,0,1,0.07,1,0,0,0,0,0
Samy Benchama\Samy-Benchama,MFDF,Montpellier,fr Ligue 1,20,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lars Bender\Lars-Bender,DF,Leverkusen,de Bundesliga,31,10.4,17,1.63,16,0,1,0,0,0,3,0.29,3,0,0,0,0,0
Sven Bender\Sven-Bender,DF,Leverkusen,de Bundesliga,31,13.0,12,0.92,11,0,0,1,0,0,2,0.15,2,0,0,0,0,0
Darío Benedetto\Dario-Benedetto,FW,Marseille,fr Ligue 1,30,17.5,30,1.71,19,0,3,2,3,3,8,0.46,6,0,0,0,1,1
László Bénes\Laszlo-Benes,MFFW,Augsburg,de Bundesliga,22,7.3,23,3.14,10,7,1,1,4,0,1,0.14,0,1,0,0,0,0
László Bénes\Laszlo-Benes,MF,M'Gladbach,de Bundesliga,22,1.7,6,3.60,1,4,0,0,1,0,2,1.20,0,1,0,0,1,0
Walter Benítez\Walter-Benitez,GK,Nice,fr Ligue 1,27,38.0,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Loris Benito\Loris-Benito,DF,Bordeaux,fr Ligue 1,28,29.5,31,1.05,23,7,0,1,0,0,0,0.00,0,0,0,0,0,0
Sergio Benito\Sergio-Benito,FW,Valladolid,es La Liga,21,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bilal Benkhedim\Bilal-Benkhedim,FW,Saint-Étienne,fr Ligue 1,19,0.8,1,1.23,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Djamel Benlamri\Djamel-Benlamri,DF,Lyon,fr Ligue 1,30,1.7,2,1.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ismaël Bennacer\Ismael-Bennacer,MF,Milan,it Serie A,22,14.7,26,1.76,17,2,1,2,3,1,6,0.41,5,0,0,0,1,0
Saïd Benrahma\Said-Benrahma,FWMF,West Ham,eng Premier League,24,15.5,55,3.56,49,0,3,1,1,1,9,0.58,9,0,0,0,0,0
Yassine Benrahou\Yassine-Benrahou,MF,Nîmes,fr Ligue 1,21,13.8,49,3.56,23,17,2,0,6,1,2,0.15,1,0,0,0,1,0
Ramy Bensebaini\Ramy-Bensebaini,DF,M'Gladbach,de Bundesliga,25,20.1,20,0.99,15,0,2,1,1,1,4,0.20,1,0,1,1,1,0
Josh Benson\Josh-Benson,MF,Burnley,eng Premier League,20,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nabil Bentaleb\Nabil-Bentaleb,MF,Schalke 04,de Bundesliga,25,6.1,4,0.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo Bentancur\Rodrigo-Bentancur,MF,Juventus,it Serie A,23,25.8,66,2.56,50,9,0,1,1,5,13,0.50,11,0,0,0,0,2
Christian Benteke\Christian-Benteke,FW,Crystal Palace,eng Premier League,29,20.2,38,1.88,29,0,3,2,2,2,5,0.25,2,0,1,0,1,1
Karim Benzema\Karim-Benzema,FW,Real Madrid,es La Liga,32,32.2,100,3.11,77,0,10,10,2,1,18,0.56,15,0,2,1,0,0
Yassine Benzia\Yassine-Benzia,MFFW,Dijon,fr Ligue 1,25,4.5,14,3.10,10,3,1,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Berardi\Alessandro-Berardi,GK,Hellas Verona,it Serie A,29,0.3,1,3.21,0,1,0,0,0,0,1,3.21,0,1,0,0,0,0
Domenico Berardi\Domenico-Berardi,FWMF,Sassuolo,it Serie A,25,27.5,129,4.69,85,14,8,10,7,5,17,0.62,10,2,0,3,1,1
Gaetano Berardi\Gaetano-Berardi,DF,Leeds United,eng Premier League,31,1.3,1,0.80,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Yuri Berchiche\Yuri-Berchiche,DF,Athletic Club,es La Liga,30,18.7,42,2.25,35,1,2,0,3,1,6,0.32,5,0,0,0,1,0
Álex Berenguer\Alex-Berenguer,MF,Torino,it Serie A,25,1.5,2,1.37,1,0,1,0,0,0,1,0.69,1,0,0,0,0,0
Álex Berenguer\Alex-Berenguer,MFFW,Athletic Club,es La Liga,25,25.3,80,3.16,53,14,5,1,5,2,13,0.51,8,1,1,0,1,2
Bartosz Bereszyński\Bartosz-Bereszynski,DF,Sampdoria,it Serie A,28,29.0,24,0.83,20,1,2,0,1,0,0,0.00,0,0,0,0,0,0
Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,MF,Burnley,eng Premier League,29,15.1,27,1.78,22,1,0,1,2,1,0,0.00,0,0,0,0,0,0
Sander Berge\Sander-Berge,MF,Sheffield Utd,eng Premier League,22,12.4,24,1.93,20,0,2,1,0,1,1,0.08,0,0,0,1,0,0
Steven Bergwijn\Steven-Bergwijn,FWMF,Tottenham,eng Premier League,22,13.4,33,2.46,24,1,0,2,5,1,6,0.45,3,0,0,1,1,1
Valon Berisha\Valon-Berisha,MF,Reims,fr Ligue 1,27,18.3,51,2.79,44,7,0,0,0,0,6,0.33,4,2,0,0,0,0
Bernard\Bernard,MFFW,Everton,eng Premier League,27,5.1,17,3.36,15,0,1,0,1,0,1,0.20,1,0,0,0,0,0
Federico Bernardeschi\Federico-Bernardeschi,DFMF,Juventus,it Serie A,26,10.8,40,3.70,21,14,2,0,3,0,5,0.46,5,0,0,0,0,0
Bernardo\Bernardo,DFMF,Brighton,eng Premier League,25,2.3,4,1.75,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Paul Bernardoni\Paul-Bernardoni,GK,Angers,fr Ligue 1,23,38.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Bernat\Juan-Bernat,DF,Paris S-G,fr Ligue 1,27,2.2,3,1.39,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dimitry Bertaud\Dimitry-Bertaud,GK,Montpellier,fr Ligue 1,22,8.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marco Bertini\Marco-Bertini,MF,Lazio,it Serie A,17,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ryan Bertrand\Ryan-Bertrand,DF,Southampton,eng Premier League,30,28.9,33,1.14,21,10,0,0,1,1,3,0.10,2,0,0,0,0,1
Daniel Bessa\Daniel-Bessa,MFFW,Hellas Verona,it Serie A,27,6.8,20,2.93,16,1,1,1,0,1,3,0.44,3,0,0,0,0,0
Loïc Bessile\Loic-Bessile,DF,Bordeaux,fr Ligue 1,21,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Louis Beyer\Louis-Beyer,DF,M'Gladbach,de Bundesliga,20,2.1,2,0.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bartosz Bialek\Bartosz-Bialek,FWMF,Wolfsburg,de Bundesliga,18,3.0,10,3.33,10,0,0,0,0,0,2,0.67,2,0,0,0,0,0
Giulian Biancone\Giulian-Biancone,DFMF,Monaco,fr Ligue 1,20,1.0,2,1.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ermin Bičakčić\Ermin-Bicakcic,DF,Hoffenheim,de Bundesliga,30,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedro Bigas\Pedro-Bigas,DF,Eibar,es La Liga,29,17.0,8,0.47,5,1,1,0,0,1,1,0.06,1,0,0,0,0,0
El Bilal Touré\El-Bilal-Toure,FWMF,Reims,fr Ligue 1,18,13.8,16,1.16,12,0,1,1,1,1,3,0.22,2,0,0,0,0,1
Cristiano Biraghi\Cristiano-Biraghi,DF,Fiorentina,it Serie A,27,31.1,79,2.54,43,32,1,1,2,0,7,0.22,6,1,0,0,0,0
Davide Biraschi\Davide-Biraschi,DF,Genoa,it Serie A,26,10.2,3,0.30,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Yves Bissouma\Yves-Bissouma,MF,Brighton,eng Premier League,23,34.6,52,1.50,42,0,1,2,3,4,2,0.06,2,0,0,0,0,0
Leonardo Bittencourt\Leonardo-Bittencourt,MFFW,Werder Bremen,de Bundesliga,26,16.8,45,2.68,26,10,4,1,2,2,4,0.24,1,1,0,0,1,1
Blanco\Blanco,MFDF,Real Madrid,es La Liga,20,2.4,5,2.05,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alejandro Blanco\Alejandro-Blanco,MF,Valencia,es La Liga,21,6.4,11,1.71,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Rubén Blanco\Ruben-Blanco,GK,Celta Vigo,es La Liga,25,18.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ludovic Blas\Ludovic-Blas,MFFW,Nantes,fr Ligue 1,22,31.0,75,2.42,49,4,13,5,3,1,10,0.32,6,0,3,0,1,0
Alejandro Blesa\Alejandro-Blesa,MF,Levante,es La Liga,18,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérôme Boateng\Jerome-Boateng,DF,Bayern Munich,de Bundesliga,31,26.3,15,0.57,14,0,0,0,0,1,3,0.11,3,0,0,0,0,0
Antonin Bobichon\Antonin-Bobichon,MFFW,Angers,fr Ligue 1,24,10.1,39,3.85,25,5,2,2,4,1,3,0.30,2,0,0,1,0,0
Yann Bodiger\Yann-Bodiger,MF,Cádiz,es La Liga,25,2.8,6,2.15,2,0,0,0,2,2,0,0.00,0,0,0,0,0,0
Jean-Paul Boëtius\Jean-Paul-Boetius,MFFW,Mainz 05,de Bundesliga,26,22.9,60,2.62,48,1,4,2,4,1,7,0.31,6,0,0,1,0,0
Sacha Boey\Sacha-Boey,DF,Dijon,fr Ligue 1,19,20.7,32,1.55,25,0,3,2,2,0,1,0.05,1,0,0,0,0,0
Sacha Boey\Sacha-Boey,DF,Rennes,fr Ligue 1,19,1.4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeremie Boga\Jeremie-Boga,FWMF,Sassuolo,it Serie A,23,19.8,43,2.17,27,2,10,1,3,0,7,0.35,4,0,2,0,1,0
Melayro Bogarde\Melayro-Bogarde,DFMF,Hoffenheim,de Bundesliga,18,3.1,8,2.60,6,0,0,0,2,0,1,0.32,1,0,0,0,0,0
Jayden Bogle\Jayden-Bogle,DF,Sheffield Utd,eng Premier League,20,12.3,11,0.89,6,1,3,0,1,0,1,0.08,0,0,1,0,0,0
Quentin Boisgard\Quentin-Boisgard,MFFW,Lorient,fr Ligue 1,23,14.6,48,3.29,26,13,0,3,5,1,6,0.41,6,0,0,0,0,0
Willy Boly\Willy-Boly,DF,Wolves,eng Premier League,29,20.9,11,0.53,9,0,0,2,0,0,1,0.05,1,0,0,0,0,0
Giacomo Bonaventura\Giacomo-Bonaventura,MF,Fiorentina,it Serie A,30,25.1,56,2.23,39,4,4,4,4,1,7,0.28,5,0,0,1,1,0
Federico Bonazzoli\Federico-Bonazzoli,FW,Torino,it Serie A,23,6.3,14,2.23,9,0,1,1,2,1,5,0.80,4,0,0,0,0,1
Federico Bonazzoli\Federico-Bonazzoli,FW,Sampdoria,it Serie A,23,1.5,2,1.37,2,0,0,0,0,0,1,0.69,1,0,0,0,0,0
Kevin Bonifazi\Kevin-Bonifazi,DF,Udinese,it Serie A,24,27.4,7,0.26,5,2,0,0,0,0,1,0.04,1,0,0,0,0,0
Leonardo Bonucci\Leonardo-Bonucci,DF,Juventus,it Serie A,33,22.5,9,0.40,8,1,0,0,0,0,1,0.04,1,0,0,0,0,0
Elias Bördner\Elias-Bordner,GK,Eint Frankfurt,de Bundesliga,18,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dennis Borkowski\Dennis-Borkowski,MF,RB Leipzig,de Bundesliga,18,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastiaan Bornauw\Sebastiaan-Bornauw,DF,Köln,de Bundesliga,21,23.1,2,0.09,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Sven Botman\Sven-Botman,DF,Lille,fr Ligue 1,20,36.8,13,0.35,12,0,0,0,1,0,1,0.03,1,0,0,0,0,0
Denis Bouanga\Denis-Bouanga,MFFW,Saint-Étienne,fr Ligue 1,25,30.2,83,2.75,42,2,21,8,5,5,13,0.43,8,0,2,1,1,1
Hicham Boudaoui\Hicham-Boudaoui,MFFW,Nice,fr Ligue 1,20,19.3,16,0.83,11,0,3,0,1,1,4,0.21,2,0,1,0,1,0
Ryad Boudebouz\Ryad-Boudebouz,MFFW,Saint-Étienne,fr Ligue 1,30,7.2,43,5.94,23,11,5,1,2,1,1,0.14,0,1,0,0,0,0
Sofiane Boufal\Sofiane-Boufal,FWMF,Angers,fr Ligue 1,26,8.1,18,2.21,10,0,3,0,4,1,2,0.25,0,0,0,0,2,0
Nassim Boujellab\Nassim-Boujellab,MFFW,Schalke 04,de Bundesliga,21,6.7,14,2.08,9,0,0,2,3,0,0,0.00,0,0,0,0,0,0
Farid Boulaya\Farid-Boulaya,MFFW,Metz,fr Ligue 1,27,31.3,148,4.73,78,37,9,6,17,1,13,0.42,7,2,0,2,2,0
Yassine Bounou\Yassine-Bounou,GK,Sevilla,es La Liga,29,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ismaëlben Boura\Ismaelben-Boura,DF,Lens,fr Ligue 1,19,9.1,9,0.99,7,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Mehdi Bourabia\Mehdi-Bourabia,MF,Sassuolo,it Serie A,28,5.9,7,1.19,5,0,2,0,0,0,1,0.17,1,0,0,0,0,0
Benjamin Bourigeaud\Benjamin-Bourigeaud,MFFW,Rennes,fr Ligue 1,26,28.4,107,3.77,52,47,1,6,0,1,11,0.39,5,6,0,0,0,0
Edoardo Bove\Edoardo-Bove,MF,Roma,it Serie A,18,0.1,2,16.36,2,0,0,0,0,0,1,8.18,1,0,0,0,0,0
Jarrod Bowen\Jarrod-Bowen,FWMF,West Ham,eng Premier League,23,28.5,78,2.74,44,11,4,10,8,1,11,0.39,6,3,0,2,0,0
Dedryck Boyata\Dedryck-Boyata,DF,Hertha BSC,de Bundesliga,29,17.2,8,0.47,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
John Boye\John-Boye,DF,Metz,fr Ligue 1,33,33.8,13,0.38,10,0,0,2,0,1,3,0.09,3,0,0,0,0,0
