Player,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Miguel Rodríguez\Miguel-Rodriguez,FWMF,Celta Vigo,es La Liga,17,0.3,2,0,0,2,1,0,1,0,2,0,0,0,1,0,1,0.0
Ricardo Rodríguez\Ricardo-Rodriguez,DF,Torino,it Serie A,27,13.8,1,0,0,13,6,0,10,24,15,0,0,0,87,18,13,58.1
Víctor Rodríguez\Victor-Rodriguez,MF,Elche,es La Liga,31,4.7,1,0,0,9,8,0,2,9,4,0,0,0,37,5,4,55.6
Rodrygo\Rodrygo,FW,Real Madrid,es La Liga,19,10.9,0,0,0,16,23,1,15,7,7,0,0,0,48,9,14,39.1
Marko Rog\Marko-Rog,MF,Cagliari,it Serie A,25,12.9,2,0,0,33,23,0,6,12,25,0,0,0,128,8,14,36.4
Rogério\Rogerio,DF,Sassuolo,it Serie A,22,20.9,4,0,0,28,25,1,55,25,16,0,0,0,159,19,14,57.6
Luis Rojas\Luis-Rojas,MFFW,Crotone,it Serie A,18,1.2,1,0,0,2,0,0,1,4,0,0,0,0,10,2,0,100.0
Alessio Romagnoli\Alessio-Romagnoli,DF,Milan,it Serie A,25,21.2,7,0,0,21,11,0,1,14,9,0,1,0,162,58,25,69.9
Cristian Romero\Cristian-Romero,DF,Atalanta,it Serie A,22,28.3,10,0,0,71,33,0,0,81,46,1,0,0,358,112,54,67.5
Oriol Romeu\Oriol-Romeu,MF,Southampton,eng Premier League,28,19.6,6,0,0,30,23,0,5,27,35,0,0,0,279,35,28,55.6
Cristiano Ronaldo\Cristiano-Ronaldo,FW,Juventus,it Serie A,35,31.1,3,0,0,17,43,31,52,8,3,2,0,0,126,29,21,58.0
Facundo Roncaglia\Facundo-Roncaglia,DF,Osasuna,es La Liga,33,13.7,3,1,1,15,6,0,15,12,15,0,1,0,171,35,22,61.4
Valentin Rongier\Valentin-Rongier,MF,Marseille,fr Ligue 1,25,21.0,8,0,0,46,25,1,8,34,73,0,0,0,228,26,27,49.1
Marten de Roon\Marten-de-Roon,MF,Atalanta,it Serie A,29,33.6,8,1,0,66,24,0,13,69,67,0,0,0,417,74,48,60.7
Jérôme Roussillon\Jerome-Roussillon,DF,Wolfsburg,de Bundesliga,27,13.7,0,0,0,10,15,0,44,13,14,0,0,0,114,12,20,37.5
Nolan Roux\Nolan-Roux,FW,Nîmes,fr Ligue 1,32,7.2,2,0,0,11,16,3,5,2,6,0,0,0,30,9,31,22.5
Nicolò Rovella\Nicolo-Rovella,MF,Genoa,it Serie A,18,13.2,4,0,0,20,24,0,13,18,16,0,1,0,141,5,13,27.8
Amir Rrahmani\Amir-Rrahmani,DF,Napoli,it Serie A,26,12.2,2,0,0,10,8,0,2,8,10,2,0,0,92,28,16,63.6
Rubén\Ruben,GKMF,Osasuna,es La Liga,36,2.1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,
Waldo Rubio\Waldo-Rubio,FW,Valladolid,es La Liga,24,4.2,1,0,0,8,2,1,3,1,5,0,0,0,32,0,10,0.0
John Ruddy\John-Ruddy,GK,Wolves,eng Premier League,33,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
Antonio Rüdiger\Antonio-Rudiger,DF,Chelsea,eng Premier League,27,19.0,0,0,0,16,11,1,1,15,18,0,0,1,162,50,16,75.8
Sebastian Rudy\Sebastian-Rudy,MFDF,Hoffenheim,de Bundesliga,30,18.6,4,0,0,30,14,0,41,8,30,0,0,0,186,16,22,42.1
Sebastian Rudy\Sebastian-Rudy,DF,Schalke 04,de Bundesliga,30,2.0,0,0,0,1,0,0,3,0,1,0,0,0,26,5,2,71.4
Kevin Rüegg\Kevin-Ruegg,DFMF,Hellas Verona,it Serie A,21,2.3,0,0,0,2,1,1,4,1,3,1,0,0,12,2,5,28.6
Daniele Rugani\Daniele-Rugani,DF,Rennes,fr Ligue 1,26,1.0,1,0,0,2,2,0,0,0,2,0,0,0,14,5,3,62.5
Daniele Rugani\Daniele-Rugani,DF,Cagliari,it Serie A,26,11.1,2,0,0,15,4,0,4,15,13,0,0,0,116,42,19,68.9
Matteo Ruggeri\Matteo-Ruggeri,DF,Atalanta,it Serie A,18,2.3,0,0,0,3,0,0,8,4,2,0,0,0,8,4,2,66.7
Mário Rui\Mario-Rui,DF,Napoli,it Serie A,29,18.5,4,0,0,17,41,3,56,29,19,0,0,0,165,11,13,45.8
Aitor Ruibal\Aitor-Ruibal,FWMF,Betis,es La Liga,24,17.7,2,0,0,36,17,5,23,21,24,0,0,0,107,15,20,42.9
Fabián Ruiz Peña\Fabian-Ruiz-Pena,MF,Napoli,it Serie A,24,28.5,1,0,0,11,26,1,21,40,40,0,1,0,227,12,10,54.5
Isma Ruiz\Isma-Ruiz,MF,Granada,es La Liga,19,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0
Kays Ruiz\Kays-Ruiz,FWMF,Paris S-G,fr Ligue 1,17,2.1,1,0,0,4,5,0,1,1,1,0,0,0,11,1,3,25.0
Víctor Ruiz\Victor-Ruiz,DF,Betis,es La Liga,31,24.0,9,0,0,23,5,3,0,46,11,0,0,2,215,68,38,64.2
Gerónimo Rulli\Geronimo-Rulli,GK,Villarreal,es La Liga,28,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,
Georginio Rutter\Georginio-Rutter,FW,Hoffenheim,de Bundesliga,18,2.7,0,0,0,3,8,2,4,1,2,0,0,0,19,11,11,50.0
Georginio Rutter\Georginio-Rutter,FWMF,Rennes,fr Ligue 1,18,0.5,0,0,0,5,2,2,0,1,2,0,0,0,4,2,2,50.0
Mathew Ryan\Mathew-Ryan,GK,Arsenal,eng Premier League,28,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0.0
Mathew Ryan\Mathew-Ryan,GK,Brighton,eng Premier League,28,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,
Julian Ryerson\Julian-Ryerson,DFMF,Union Berlin,de Bundesliga,22,11.9,2,0,0,10,12,1,15,13,10,0,0,0,102,15,27,35.7
Frederik Rønnow\Frederik-Ronnow,GK,Schalke 04,de Bundesliga,27,10.5,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,
João Victor Santos Sá\Joao-Victor-Santos-Sa,FW,Wolfsburg,de Bundesliga,26,5.2,0,0,0,8,6,4,3,7,8,0,0,0,50,8,16,33.3
Roli Pereira de Sa\Roli-Pereira-de-Sa,MFFW,Nantes,fr Ligue 1,23,0.6,0,0,0,1,1,0,0,1,3,0,0,0,9,0,1,0.0
Idriss Saadi\Idriss-Saadi,FWMF,Strasbourg,fr Ligue 1,28,1.4,0,0,0,1,0,0,2,0,0,0,0,0,6,6,5,54.5
Youssouf Sabaly\Youssouf-Sabaly,DF,Bordeaux,fr Ligue 1,27,32.3,4,0,0,33,43,2,39,50,40,0,1,0,269,31,27,53.4
Mathys Saban\Mathys-Saban,FW,Saint-Étienne,fr Ligue 1,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marcel Sabitzer\Marcel-Sabitzer,MF,RB Leipzig,de Bundesliga,26,22.5,8,0,0,22,36,7,23,36,27,0,0,0,272,21,21,50.0
Alexis Saelemaekers\Alexis-Saelemaekers,FW,Milan,it Serie A,21,22.4,7,1,1,30,34,6,41,28,31,1,0,0,151,7,25,21.9
Modibo Sagnan\Modibo-Sagnan,DF,Real Sociedad,es La Liga,21,6.9,3,0,0,13,4,0,1,7,5,0,0,0,59,16,14,53.3
Allan Saint-Maximin\Allan-Saint-Maximin,FWMF,Newcastle Utd,eng Premier League,23,17.3,0,0,0,11,45,5,21,9,11,0,1,0,100,5,13,27.8
Borja Sainz\Borja-Sainz,MFFW,Alavés,es La Liga,19,5.0,1,0,0,14,7,4,11,5,8,0,0,0,35,3,12,20.0
Romain Saïss\Romain-Saiss,DF,Wolves,eng Premier League,30,26.7,2,0,0,29,11,1,17,39,18,0,2,0,219,89,53,62.7
Bukayo Saka\Bukayo-Saka,FWDF,Arsenal,eng Premier League,18,28.4,1,0,0,28,64,15,82,27,19,1,0,1,176,15,43,25.9
Hiroki Sakai\Hiroki-Sakai,DF,Marseille,fr Ligue 1,30,26.5,6,1,0,42,18,2,31,38,61,0,0,0,206,48,37,56.5
Moïse Sakava\Moise-Sakava,MF,Reims,fr Ligue 1,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Mamadou Sakho\Mamadou-Sakho,DF,Crystal Palace,eng Premier League,30,3.1,0,0,0,2,1,0,0,0,2,0,1,0,17,5,8,38.5
Jacopo Sala\Jacopo-Sala,DF,Spezia,it Serie A,28,4.2,1,0,0,7,4,0,9,3,5,0,0,0,31,3,5,37.5
Mohamed Salah\Mohamed-Salah,FW,Liverpool,eng Premier League,28,34.2,0,0,0,22,22,13,47,9,13,2,0,0,191,21,52,28.8
Eddy Salcedo\Eddy-Salcedo,FWMF,Hellas Verona,it Serie A,18,8.4,3,0,0,14,15,3,11,3,2,1,0,0,49,31,64,32.6
William Saliba\William-Saliba,DF,Nice,fr Ligue 1,19,20.0,2,0,0,16,10,0,0,34,8,0,1,0,191,35,22,61.4
Romain Salin\Romain-Salin,GK,Rennes,fr Ligue 1,36,15.0,2,0,0,0,2,0,0,0,0,0,0,0,99,0,0,
Mohammed Salisu\Mohammed-Salisu,DF,Southampton,eng Premier League,21,9.4,1,0,0,10,4,0,2,26,19,0,0,0,75,26,18,59.1
Roland Sallai\Roland-Sallai,MFFW,Freiburg,de Bundesliga,23,18.5,5,0,0,49,56,12,42,10,13,2,0,0,99,38,57,40.0
Salvi\Salvi,MFFW,Cádiz,es La Liga,29,21.5,5,0,0,16,29,7,84,18,12,0,1,0,125,18,36,33.3
Lazar Samardzic\Lazar-Samardzic,MFFW,RB Leipzig,de Bundesliga,18,2.2,0,0,0,6,3,0,0,5,6,0,0,0,14,1,1,50.0
Diadie Samassékou\Diadie-Samassekou,MF,Hoffenheim,de Bundesliga,24,28.5,3,0,0,43,45,0,7,68,45,0,0,0,381,49,59,45.4
Mama Samba Baldé\Mama-Samba-Balde,FW,Dijon,fr Ligue 1,24,24.0,4,0,0,38,40,16,10,13,20,1,0,0,104,67,112,37.4
Junior Sambia\Junior-Sambia,DFMF,Montpellier,fr Ligue 1,23,27.2,2,0,0,24,44,3,61,34,35,1,0,0,177,37,43,46.3
Frédéric Sammaritano\Frederic-Sammaritano,FWMF,Dijon,fr Ligue 1,34,12.6,4,1,0,14,24,0,32,8,9,0,0,0,72,3,17,15.0
Fede San Emeterio\Fede-San-Emeterio,MF,Valladolid,es La Liga,23,16.2,7,0,0,39,17,0,2,15,18,0,1,0,163,28,47,37.3
Antonio Sanabria\Antonio-Sanabria,FW,Torino,it Serie A,24,10.9,2,0,0,17,12,3,5,10,4,0,0,0,39,27,47,36.5
Antonio Sanabria\Antonio-Sanabria,FW,Betis,es La Liga,24,10.4,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3
Oihan Sancet\Oihan-Sancet,FWMF,Athletic Club,es La Liga,20,11.5,2,0,0,19,17,4,5,3,9,0,0,0,59,15,26,36.6
Renato Sanches\Renato-Sanches,MF,Lille,fr Ligue 1,22,14.1,4,0,0,27,27,2,19,17,12,0,0,0,130,7,21,25.0
Juan Sánchez Miño\Juan-Sanchez-Mino,DFMF,Elche,es La Liga,30,5.5,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4
Alexis Sánchez\Alexis-Sanchez,FW,Inter,it Serie A,31,12.7,0,0,0,19,33,10,18,11,10,0,0,0,69,13,11,54.2
Davinson Sánchez\Davinson-Sanchez,DF,Tottenham,eng Premier League,24,16.5,1,0,0,22,9,0,0,14,25,0,3,1,153,50,30,62.5
Germán Sánchez\German-Sanchez,DF,Granada,es La Liga,33,29.3,11,1,0,31,31,4,0,25,11,0,0,0,216,88,79,52.7
Javi Sánchez\Javi-Sanchez,DF,Valladolid,es La Liga,23,10.2,3,0,0,6,2,0,1,13,12,0,0,0,62,18,18,50.0
Manuel Sánchez\Manuel-Sanchez,DF,Osasuna,es La Liga,19,10.8,4,0,0,16,8,1,30,11,11,0,0,0,82,8,15,34.8
Manuel Sánchez\Manuel-Sanchez,DF,Atlético Madrid,es La Liga,19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Robert Sánchez\Robert-Sanchez,GK,Brighton,eng Premier League,22,27.0,2,0,0,2,4,0,0,0,0,0,1,0,134,1,1,50.0
Jadon Sancho\Jadon-Sancho,FWMF,Dortmund,de Bundesliga,20,22.9,0,0,0,1,22,9,52,14,11,0,0,0,154,5,22,18.5
Alex Sandro\Alex-Sandro,DF,Juventus,it Serie A,29,20.6,2,0,0,26,28,0,45,23,28,0,0,1,172,38,27,58.5
Leroy Sané\Leroy-Sane,FWMF,Bayern Munich,de Bundesliga,24,20.1,2,0,0,14,21,6,54,12,21,1,0,0,151,8,19,29.6
Salif Sané\Salif-Sane,DF,Schalke 04,de Bundesliga,29,11.9,5,0,0,15,14,1,3,18,7,0,1,0,151,73,18,80.2
Oier Sanjurjo\Oier-Sanjurjo,MF,Osasuna,es La Liga,34,23.2,10,0,0,58,40,4,8,26,32,0,2,0,316,73,67,52.1
Mohamed Sankoh\Mohamed-Sankoh,FW,Stuttgart,de Bundesliga,16,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0
Siriki Sanogo\Siriki-Sanogo,MF,Benevento,it Serie A,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Morgan Sanson\Morgan-Sanson,MF,Marseille,fr Ligue 1,25,9.2,2,0,0,18,10,0,13,12,19,0,0,0,57,9,13,40.9
Morgan Sanson\Morgan-Sanson,MF,Aston Villa,eng Premier League,25,3.3,3,0,0,6,7,2,8,7,5,0,0,0,31,5,4,55.6
Nicola Sansone\Nicola-Sansone,FWMF,Bologna,it Serie A,28,13.0,2,0,0,24,41,3,22,9,14,0,0,0,79,6,25,19.4
Baptiste Santamaria\Baptiste-Santamaria,MF,Angers,fr Ligue 1,25,3.0,1,0,0,7,5,1,1,2,6,0,0,0,38,5,3,62.5
Baptiste Santamaria\Baptiste-Santamaria,MF,Freiburg,de Bundesliga,25,24.5,5,0,0,34,28,2,26,49,42,0,0,1,282,56,39,58.9
Federico Santander\Federico-Santander,FW,Bologna,it Serie A,29,0.4,0,0,0,2,2,0,1,0,0,0,0,0,5,2,2,50.0
Davide Santon\Davide-Santon,DF,Roma,it Serie A,29,6.5,3,0,0,11,3,1,16,6,4,0,0,0,36,4,3,57.1
Samir Santos\Samir-Santos,DF,Udinese,it Serie A,25,24.6,6,0,0,40,36,3,17,40,34,0,0,0,175,54,33,62.1
Riccardo Saponara\Riccardo-Saponara,FW,Fiorentina,it Serie A,28,0.6,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,50.0
Riccardo Saponara\Riccardo-Saponara,FWMF,Spezia,it Serie A,28,4.3,2,1,1,4,14,2,5,3,2,0,0,0,27,7,6,53.8
Ivan Šaponjić\Ivan-Saponjic,FW,Cádiz,es La Liga,22,4.3,2,0,0,14,16,4,0,3,0,0,0,0,19,20,30,40.0
Pablo Sarabia\Pablo-Sarabia,FWMF,Paris S-G,fr Ligue 1,28,14.7,2,0,0,7,16,7,37,4,12,0,0,0,67,4,10,28.6
Josh Sargent\Josh-Sargent,FWMF,Werder Bremen,de Bundesliga,20,27.8,7,0,0,35,42,6,12,20,28,0,0,1,166,70,110,38.9
Bouna Sarr\Bouna-Sarr,DF,Bayern Munich,de Bundesliga,28,5.0,1,0,0,11,7,1,11,4,9,0,0,0,57,8,7,53.3
Bouna Sarr\Bouna-Sarr,DF,Marseille,fr Ligue 1,28,0.8,0,0,0,3,2,0,1,1,1,0,0,0,8,1,3,25.0
Sidy Sarr\Sidy-Sarr,MF,Nîmes,fr Ligue 1,24,5.1,1,0,0,9,5,1,0,4,6,0,0,0,53,24,10,70.6
Marco Sau\Marco-Sau,MFFW,Benevento,it Serie A,32,8.7,1,1,0,8,19,1,16,8,3,1,0,0,50,8,18,30.8
Téji Savanier\Teji-Savanier,MF,Montpellier,fr Ligue 1,28,24.1,6,1,0,58,65,1,57,40,53,1,2,0,267,26,21,55.3
Stefan Savić\Stefan-Savic,DF,Atlético Madrid,es La Liga,29,32.8,14,0,0,29,17,3,2,35,26,0,1,0,312,100,47,68.0
Romaine Sawyers\Romaine-Sawyers,MF,West Brom,eng Premier League,28,16.5,2,0,0,18,14,0,5,22,19,0,0,1,176,13,6,68.4
Gianluca Scamacca\Gianluca-Scamacca,FW,Genoa,it Serie A,21,15.0,1,0,0,32,17,10,13,8,11,0,0,1,77,43,48,47.3
Dane Scarlett\Dane-Scarlett,FW,Tottenham,eng Premier League,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fabian Schär\Fabian-Schar,DF,Newcastle Utd,eng Premier League,28,13.8,4,1,0,22,15,1,3,22,9,0,0,0,123,20,25,44.4
Aurélien Scheidler\Aurelien-Scheidler,FW,Dijon,fr Ligue 1,22,3.8,1,0,0,7,4,6,0,0,1,0,0,0,11,10,23,30.3
Nicolás Schiappacasse\Nicolas-Schiappacasse,MF,Sassuolo,it Serie A,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Pasquale Schiattarella\Pasquale-Schiattarella,MF,Benevento,it Serie A,33,25.0,13,1,0,38,55,1,6,23,35,0,0,0,295,12,8,60.0
Patrik Schick\Patrik-Schick,FW,Leverkusen,de Bundesliga,24,20.7,4,0,0,28,22,7,5,2,8,1,0,0,69,80,78,50.6
Sven Schipplock\Sven-Schipplock,FWMF,Arminia,de Bundesliga,31,8.3,4,0,0,38,29,3,10,3,8,0,0,0,56,23,33,41.1
Xaver Schlager\Xaver-Schlager,MF,Wolfsburg,de Bundesliga,22,29.2,7,0,0,46,34,1,10,47,61,1,0,0,381,51,46,52.6
Keven Schlotterbeck\Keven-Schlotterbeck,DF,Freiburg,de Bundesliga,23,18.4,3,0,0,22,28,0,1,29,12,0,0,1,173,58,37,61.1
Nico Schlotterbeck\Nico-Schlotterbeck,DF,Union Berlin,de Bundesliga,20,14.3,4,1,1,23,25,0,6,37,20,0,1,1,139,43,30,58.9
Jeffrey Schlupp\Jeffrey-Schlupp,MF,Crystal Palace,eng Premier League,27,15.9,3,0,0,25,17,0,27,21,20,0,0,0,116,32,43,42.7
Kasper Schmeichel\Kasper-Schmeichel,GK,Leicester City,eng Premier League,33,38.0,0,0,0,0,4,0,0,0,0,0,0,1,161,0,0,
Jonathan Schmid\Jonathan-Schmid,DFMF,Freiburg,de Bundesliga,30,26.6,4,0,0,17,18,0,84,22,27,0,0,0,231,22,25,46.8
Romano Schmid\Romano-Schmid,FWMF,Werder Bremen,de Bundesliga,20,13.1,2,0,0,18,21,6,15,16,20,1,0,0,136,7,24,22.6
Benno Schmitz\Benno-Schmitz,DF,Köln,de Bundesliga,25,4.6,0,0,0,8,6,0,5,8,6,0,0,0,36,6,8,42.9
Morgan Schneiderlin\Morgan-Schneiderlin,MF,Nice,fr Ligue 1,30,24.4,9,1,1,43,10,0,7,36,38,0,0,0,233,42,28,60.0
Alessandro Schöpf\Alessandro-Schopf,FWMF,Schalke 04,de Bundesliga,26,10.5,0,0,0,12,13,4,6,7,12,0,0,0,82,7,15,31.8
Jerdy Schouten\Jerdy-Schouten,MF,Bologna,it Serie A,23,27.9,8,1,0,48,24,1,7,79,40,0,1,0,342,42,37,53.2
Nico Schulz\Nico-Schulz,DF,Dortmund,de Bundesliga,27,6.8,1,0,0,8,4,0,16,14,9,0,0,1,60,6,5,54.5
Alexander Schwolow\Alexander-Schwolow,GK,Hertha BSC,de Bundesliga,28,26.0,0,0,0,0,4,0,0,0,0,0,0,0,118,0,0,
Christopher Scott\Christopher-Scott,FWMF,Bayern Munich,de Bundesliga,18,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
Matteo Scozzarella\Matteo-Scozzarella,MF,Parma,it Serie A,32,1.7,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,
Simone Scuffet\Simone-Scuffet,GK,Udinese,it Serie A,24,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Jacopo Segre\Jacopo-Segre,MF,Torino,it Serie A,23,2.1,1,0,0,2,9,1,0,0,5,0,0,0,18,2,3,40.0
Davie Selke\Davie-Selke,FW,Werder Bremen,de Bundesliga,25,9.0,4,0,0,21,27,9,5,2,2,0,0,0,49,69,72,48.9
Malik Sellouki\Malik-Sellouki,FWMF,Nice,fr Ligue 1,20,0.7,1,0,0,1,2,0,4,2,0,0,0,0,3,0,0,
Matz Sels\Matz-Sels,GK,Strasbourg,fr Ligue 1,28,6.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,
Nélson Semedo\Nelson-Semedo,DF,Wolves,eng Premier League,26,33.1,5,0,0,42,34,2,48,45,53,0,1,1,263,43,42,50.6
Léo Sena\Leo-Sena,MF,Spezia,it Serie A,24,9.8,0,0,0,7,61,0,7,13,15,0,0,0,105,6,12,33.3
Stefano Sensi\Stefano-Sensi,MF,Inter,it Serie A,24,6.7,1,1,0,9,14,0,9,10,10,0,0,0,55,1,3,25.0
Jaime Seoane\Jaime-Seoane,MF,Huesca,es La Liga,23,22.9,5,0,0,43,32,1,15,19,38,0,1,0,201,30,22,57.7
Luigi Sepe\Luigi-Sepe,GK,Parma,it Serie A,29,36.0,0,0,0,0,2,0,0,0,0,0,0,0,162,0,0,
Suat Serdar\Suat-Serdar,MF,Schalke 04,de Bundesliga,23,21.7,3,0,0,28,47,1,8,23,36,1,0,1,203,18,25,41.9
Jean Seri\Jean-Seri,MF,Bordeaux,fr Ligue 1,29,7.9,3,0,0,15,12,0,4,8,11,0,0,0,85,9,10,47.4
Femi Seriki\Femi-Seriki,DF,Sheffield Utd,eng Premier League,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Sessegnon\Ryan-Sessegnon,DF,Hoffenheim,de Bundesliga,20,17.5,4,0,0,35,6,8,53,20,25,0,0,0,152,15,24,38.5
Nils Seufert\Nils-Seufert,MFFW,Arminia,de Bundesliga,23,3.8,1,0,0,8,7,0,2,2,8,0,0,0,32,4,3,57.1
Edgar Sevikyan\Edgar-Sevikyan,MF,Levante,es La Liga,18,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
Stephan El Shaarawy\Stephan-El-Shaarawy,FWMF,Roma,it Serie A,27,6.4,1,0,0,8,9,1,10,5,2,0,0,0,41,2,8,20.0
Jamie Shackleton\Jamie-Shackleton,MFDF,Leeds United,eng Premier League,20,5.1,0,0,0,3,2,1,2,6,5,0,0,0,36,4,6,40.0
Xherdan Shaqiri\Xherdan-Shaqiri,MFFW,Liverpool,eng Premier League,28,6.2,2,0,0,11,6,0,11,4,4,0,0,0,61,3,7,30.0
Billy Sharp\Billy-Sharp,FW,Sheffield Utd,eng Premier League,34,8.2,1,0,0,15,14,11,7,3,5,0,0,0,26,13,36,26.5
Luke Shaw\Luke-Shaw,DF,Manchester Utd,eng Premier League,25,29.5,8,0,0,42,29,3,92,29,44,0,0,1,267,34,36,48.6
Jonjo Shelvey\Jonjo-Shelvey,MF,Newcastle Utd,eng Premier League,28,29.1,7,0,0,31,10,0,37,43,25,0,0,0,244,34,26,56.7
Eldor Shomurodov\Eldor-Shomurodov,FW,Genoa,it Serie A,25,18.6,1,0,0,39,22,11,14,7,17,0,0,0,94,60,112,34.9
Shola Shoretire\Shola-Shoretire,FW,Manchester Utd,eng Premier League,16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Mahame Siby\Mahame-Siby,MFFW,Strasbourg,fr Ligue 1,24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Abdoulaye Sidibé\Abdoulaye-Sidibe,MF,Saint-Étienne,fr Ligue 1,18,0.1,1,0,0,1,0,0,0,0,1,0,0,0,2,1,3,25.0
Djibril Sidibé\Djibril-Sidibe,DF,Monaco,fr Ligue 1,28,22.0,3,0,0,32,21,2,40,46,36,0,1,0,223,30,22,57.7
Sidnei\Sidnei,DF,Betis,es La Liga,30,7.7,1,0,0,7,8,0,0,10,4,0,0,0,78,19,20,48.7
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,fr Ligue 1,22,7.2,2,0,0,18,5,1,8,2,1,0,0,0,30,13,15,46.4
Tim Siersleben\Tim-Siersleben,DF,Wolfsburg,de Bundesliga,20,0.4,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,66.7
Gylfi Sigurðsson\Gylfi-Sigurdsson,MF,Everton,eng Premier League,30,25.0,2,0,0,22,18,0,31,31,21,0,0,0,176,8,12,40.0
Luca Siligardi\Luca-Siligardi,MF,Crotone,it Serie A,32,0.5,0,0,0,0,1,0,0,0,2,0,0,0,6,0,1,0.0
Luca Siligardi\Luca-Siligardi,FW,Parma,it Serie A,32,0.4,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,
Adrien Silva\Adrien-Silva,MF,Sampdoria,it Serie A,31,17.8,8,1,1,35,23,0,9,34,26,0,2,0,193,10,20,33.3
André Silva\Andre-Silva,FW,Eint Frankfurt,de Bundesliga,24,30.7,1,0,0,17,34,29,18,4,4,3,0,0,137,79,125,38.7
Bernardo Silva\Bernardo-Silva,MFFW,Manchester City,eng Premier League,25,22.9,5,0,0,17,18,3,27,21,21,0,0,0,137,10,29,25.6
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,DF,Monaco,fr Ligue 1,23,26.3,0,0,0,10,12,4,66,22,33,1,0,0,195,20,29,40.8
David Silva\David-Silva,MF,Real Sociedad,es La Liga,34,15.5,4,0,0,24,22,1,12,19,14,0,1,0,127,14,26,35.0
Fábio Silva\Fabio-Silva,FW,Wolves,eng Premier League,18,15.2,2,0,0,20,21,5,6,5,6,1,0,0,67,32,76,29.6
Florent da Silva\Florent-da-Silva,FW,Lyon,fr Ligue 1,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabriel Silva\Gabriel-Silva,DF,Saint-Étienne,fr Ligue 1,29,3.9,1,0,0,5,7,0,7,6,5,0,1,0,28,6,5,54.5
Gastón Silva\Gaston-Silva,DF,Huesca,es La Liga,26,6.7,2,0,0,10,2,0,1,9,12,0,1,1,48,10,10,50.0
Rui Silva\Rui-Silva,GK,Granada,es La Liga,26,32.0,1,0,0,2,4,0,0,0,0,0,2,0,171,0,0,
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,21.5,5,1,1,14,16,0,1,28,13,0,0,0,227,55,20,73.3
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34.0,1,0,0,2,3,0,0,0,0,0,2,1,176,0,0,
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,17.9,2,0,0,23,27,1,10,24,30,0,2,0,172,23,27,46.0
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,19.3,1,0,0,25,26,18,9,15,15,0,0,0,73,24,81,22.9
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,25.8,2,0,0,17,29,4,80,18,17,0,0,0,141,20,31,39.2
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37.0,1,0,0,2,6,1,0,0,0,0,1,0,178,0,1,0.0
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,0.6,0,0,0,3,2,0,0,0,1,0,0,0,1,1,3,25.0
