,Players,Values,Team
348,Gastón Ramírez,3850000.0,uc sampdoria
349,Mikkel Damsgaard,14300000.0,uc sampdoria
350,Keita Baldé,8800000.0,uc sampdoria
351,Ernesto Torregrossa,6050000.0,uc sampdoria
352,Manolo Gabbiadini,5500000.0,uc sampdoria
353,Federico Bonazzoli,4400000.0,uc sampdoria
354,Antonino La Gumina,2200000.0,uc sampdoria
355,Fabio Quagliarella,1100000.0,uc sampdoria
356,Nik Prelec,495000.0,uc sampdoria
357,Marco Silvestri,9900000.0,hellas verona
358,Ivor Pandur,1100000.0,hellas verona
359,Nicola Borghetto,55000.0,hellas verona
360,Alessandro Berardi,55000.0,hellas verona
361,Matteo Lovato,7700000.0,hellas verona
364,Pawel Dawidowicz,4400000.0,hellas verona
365,Federico Ceccherini,3850000.0,hellas verona
366,Mert Cetin,3080000.0,hellas verona
367,Bruno Amione,2200000.0,hellas verona
368,Alan Empereur,1100000.0,hellas verona
369,Nicolò Casale,550000.0,hellas verona
372,Matei Cristian Ilie,83000.0,hellas verona
373,Eugenio Bracelli,11000.0,hellas verona
374,Federico Dimarco,11000000.0,hellas verona
375,Destiny Udogie,1100000.0,hellas verona
378,Miguel Veloso,990000.0,hellas verona
379,Andrea Danzi,440000.0,hellas verona
380,Ivan Ilic,8800000.0,hellas verona
381,Marco Benassi,5500000.0,hellas verona
382,Ronaldo Vieira,5500000.0,hellas verona
383,Stefano Sturaro,4950000.0,hellas verona
384,Daniel Bessa,2750000.0,hellas verona
385,Lucas Felippe,165000.0,hellas verona
386,Christian Pierobon,55000.0,hellas verona
388,Davide Faraoni,7700000.0,hellas verona
389,Darko Lazovic,5500000.0,hellas verona
390,Mattia Zaccagni,16500000.0,hellas verona
391,Antonin Barak,15400000.0,hellas verona
392,Ebrima Colley,4400000.0,hellas verona
393,Matteo Cancellieri,110000.0,hellas verona
394,Lorenzo Bertini,83000.0,hellas verona
395,Eddie Salcedo,9350000.0,hellas verona
396,Kevin Lasagna,6600000.0,hellas verona
397,Andrea Favilli,3850000.0,hellas verona
398,Mariusz Stepinski,2750000.0,hellas verona
400,Samuel Di Carmine,1320000.0,hellas verona
402,Philip Yeboah,138000.0,hellas verona
403,Mattia Perin,7700000.0,genoa cfc
404,Alberto Paleari,1100000.0,genoa cfc
405,Federico Marchetti,220000.0,genoa cfc
406,Lukas Zima,220000.0,genoa cfc
407,Giuseppe Agostino,138000.0,genoa cfc
408,Jérôme Onguéné,3850000.0,genoa cfc
409,Mattia Bani,3300000.0,genoa cfc
410,Davide Biraschi,2750000.0,genoa cfc
412,Andrea Masiello,880000.0,genoa cfc
413,Cristián Zapata,440000.0,genoa cfc
415,Luca Pellegrini,9900000.0,genoa cfc
416,Domenico Criscito,1650000.0,genoa cfc
417,Davide Zappacosta,8800000.0,genoa cfc
418,Peter Ankersen,1650000.0,genoa cfc
419,Nicolò Rovella,5500000.0,genoa cfc
420,Milan Badelj,2200000.0,genoa cfc
421,Ivan Radovanovic,1430000.0,genoa cfc
422,Lasse Schöne,825000.0,genoa cfc
424,Kevin Strootman,5500000.0,genoa cfc
426,Lukas Lerager,3300000.0,genoa cfc
427,Miha Zajc,3300000.0,genoa cfc
428,Francesco Cassata,2420000.0,genoa cfc
429,Filippo Melegoni,990000.0,genoa cfc
431,Steeve-Mike Eyango,440000.0,genoa cfc
432,Paolo Ghiglione,3740000.0,genoa cfc
433,Darian Males,2750000.0,genoa cfc
434,Lennart Czyborra,3850000.0,genoa cfc
435,Manolo Portanova,1100000.0,genoa cfc
436,Marko Pjaca,4400000.0,genoa cfc
437,Claudiu Micovschi,275000.0,genoa cfc
438,Giuseppe Caso,220000.0,genoa cfc
439,Vittorio Parigini,770000.0,genoa cfc
441,Yayah Kallon,440000.0,genoa cfc
443,Eldor Shomurodov,7700000.0,genoa cfc
444,Mattia Destro,2750000.0,genoa cfc
445,Raúl Asencio,605000.0,genoa cfc
446,Joel Asoro,495000.0,genoa cfc
447,Lukasz Skorupski,4179999.9999999995,bologna fc 1909
448,Angelo da Costa,220000.0,bologna fc 1909
449,Federico Ravaglia,220000.0,bologna fc 1909
450,Sebastian Breza,110000.0,bologna fc 1909
451,Marco Molla,83000.0,bologna fc 1909
452,Takehiro Tomiyasu,22000000.0,bologna fc 1909
453,Adama Soumaoro,4400000.0,bologna fc 1909
454,Stefano Denswil,3850000.0,bologna fc 1909
455,Mattia Bani,3300000.0,bologna fc 1909
456,Valentin Antov,2200000.0,bologna fc 1909
457,Arturo Calabresi,1650000.0,bologna fc 1909
460,Omar Khailoti,220000.0,bologna fc 1909
461,Ebenezer Annan,83000.0,bologna fc 1909
463,Aaron Hickey,5500000.0,bologna fc 1909
464,Mitchell Dijks,3850000.0,bologna fc 1909
465,Paolo Faragò,2200000.0,bologna fc 1909
466,Lorenzo De Silvestri,1650000.0,bologna fc 1909
467,Ibrahima Mbaye,1540000.0,bologna fc 1909
469,Gary Medel,1100000.0,bologna fc 1909
470,Mattias Svanberg,13200000.0,bologna fc 1909
471,Nicolás Domínguez,11000000.0,bologna fc 1909
472,Jerdy Schouten,9900000.0,bologna fc 1909
473,Andrea Poli,1100000.0,bologna fc 1909
474,Andri Fannar Baldursson,1100000.0,bologna fc 1909
475,Kingsley Michael,550000.0,bologna fc 1909
476,Dion Ruffo Luci,110000.0,bologna fc 1909
477,Roberto Soriano,11000000.0,bologna fc 1909
478,Kacper Urbanski,220000.0,bologna fc 1909
479,Nicola Sansone,4179999.9999999995,bologna fc 1909
480,Musa Juwara,1100000.0,bologna fc 1909
481,Matias Rocchi,165000.0,bologna fc 1909
482,Riccardo Orsolini,16500000.0,bologna fc 1909
483,Andreas Skov Olsen,7150000.0,bologna fc 1909
484,Emanuel Vignato,6600000.0,bologna fc 1909
485,Musa Barrow,22000000.0,bologna fc 1909
486,Federico Santander,1650000.0,bologna fc 1909
487,Edoardo Vergani,660000.0,bologna fc 1909
488,Rodrigo Palacio,440000.0,bologna fc 1909
489,Simone Rabbi,330000.0,bologna fc 1909
490,Mattia Pagliuca,275000.0,bologna fc 1909
492,Bartlomiej Dragowski,17600000.0,acf fiorentina
493,Pietro Terracciano,880000.0,acf fiorentina
494,Federico Brancolini,550000.0,acf fiorentina
495,Antonio Rosati,110000.0,acf fiorentina
499,Germán Pezzella,8250000.0,acf fiorentina
500,Igor,5500000.0,acf fiorentina
501,Federico Ceccherini,3850000.0,acf fiorentina
502,Martín Cáceres,1100000.0,acf fiorentina
504,Julián Illanes,165000.0,acf fiorentina
505,Eduard Dutu,110000.0,acf fiorentina
506,Lorenzo Chiti,55000.0,acf fiorentina
507,Cristiano Biraghi,9900000.0,acf fiorentina
508,Antonio Barreca,2200000.0,acf fiorentina
509,Maximiliano Olivera,1100000.0,acf fiorentina
510,Fabio Ponsi,193000.0,acf fiorentina
511,Pol Lirola,9900000.0,acf fiorentina
514,Sofyan Amrabat,16500000.0,acf fiorentina
515,Erick Pulgar,9900000.0,acf fiorentina
517,Gaetano Castrovilli,22000000.0,acf fiorentina
518,Alfred Duncan,11000000.0,acf fiorentina
519,Giacomo Bonaventura,4400000.0,acf fiorentina
520,Borja Valero,990000.0,acf fiorentina
521,Alessandro Bianco,138000.0,acf fiorentina
522,Riccardo Saponara,1870000.0,acf fiorentina
523,Valentin Eysseric,1650000.0,acf fiorentina
524,Tòfol Montiel,440000.0,acf fiorentina
525,Franck Ribéry,3300000.0,acf fiorentina
526,Federico Chiesa,66000000.0,acf fiorentina
527,José Callejón,1650000.0,acf fiorentina
528,Dusan Vlahovic,44000000.0,acf fiorentina
529,Patrick Cutrone,9900000.0,acf fiorentina
530,Christian Kouamé,9350000.0,acf fiorentina
531,Aleksandr Kokorin,3850000.0,acf fiorentina
532,Louis Munteanu,550000.0,acf fiorentina
533,Juan Musso,22000000.0,udinese calcio
534,Simone Scuffet,880000.0,udinese calcio
535,Nícolas,385000.0,udinese calcio
536,Manuel Gasparini,330000.0,udinese calcio
539,Kevin Bonifazi,7700000.0,udinese calcio
540,Samir,5500000.0,udinese calcio
542,Rodrigo Becão,5500000.0,udinese calcio
543,William Troost-Ekong,4400000.0,udinese calcio
544,Sebastien De Maio,770000.0,udinese calcio
545,Sebastian Prödl,220000.0,udinese calcio
546,Thomas Ouwejan,2200000.0,udinese calcio
547,Marvin Zeegelaar,1320000.0,udinese calcio
548,Nahuel Molina,7700000.0,udinese calcio
550,Hidde ter Avest,2200000.0,udinese calcio
551,Rolando Mandragora,15400000.0,udinese calcio
552,Walace,5500000.0,udinese calcio
553,Mato Jajalo,440000.0,udinese calcio
554,Alessandro Rigo,55000.0,udinese calcio
556,Tolgay Arslan,3300000.0,udinese calcio
557,Mamadou Coulibaly,2200000.0,udinese calcio
558,Martin Palumbo,880000.0,udinese calcio
560,Marco Ballarini,110000.0,udinese calcio
561,Rodrigo de Paul,41800000.0,udinese calcio
562,Roberto Pereyra,11000000.0,udinese calcio
564,Gerard Deulofeu,11000000.0,udinese calcio
565,Jayden Braaf,3300000.0,udinese calcio
566,Ignacio Pussetto,5500000.0,udinese calcio
567,Ryder Matos,1100000.0,udinese calcio
568,Fernando Forestieri,990000.0,udinese calcio
569,Kevin Lasagna,6600000.0,udinese calcio
570,Stefano Okaka,2200000.0,udinese calcio
571,Cristo,1650000.0,udinese calcio
572,Ilija Nestorovski,1430000.0,udinese calcio
573,Fernando Llorente,1100000.0,udinese calcio
575,Ivan Provedel,2750000.0,spezia calcio
576,Jeroen Zoet,2200000.0,spezia calcio
577,Titas Krapikas,330000.0,spezia calcio
578,Rafael,220000.0,spezia calcio
579,Axel Desjardins,28000.0,spezia calcio
580,Julian Chabot,3300000.0,spezia calcio
581,Martin Erlic,3300000.0,spezia calcio
582,Ardian Ismajli,2750000.0,spezia calcio
583,Elio Capradossi,990000.0,spezia calcio
584,Claudio Terzi,330000.0,spezia calcio
588,Cristian Dell'Orco,660000.0,spezia calcio
591,Luca Vignali,1100000.0,spezia calcio
592,Federico Mattiello,825000.0,spezia calcio
593,Jacopo Sala,550000.0,spezia calcio
594,Lucien Agoume,5500000.0,spezia calcio
595,Matteo Ricci,3850000.0,spezia calcio
597,Giulio Maggiore,8250000.0,spezia calcio
598,Tommaso Pobega,6600000.0,spezia calcio
599,Nahuel Estévez,2200000.0,spezia calcio
600,Alessandro Deiola,1100000.0,spezia calcio
601,Paolo Bartolomei,605000.0,spezia calcio
602,Gennaro Acampora,440000.0,spezia calcio
603,Luca Mora,385000.0,spezia calcio
607,Diego Farias,2750000.0,spezia calcio
608,Kevin Agudelo,3850000.0,spezia calcio
611,M'Bala Nzola,4400000.0,spezia calcio
612,Roberto Piccoli,3300000.0,spezia calcio
613,Andrey Galabinov,770000.0,spezia calcio
615,Guglielmo Vicario,2200000.0,cagliari calcio
616,Giuseppe Ciocci,220000.0,cagliari calcio
617,Simone Aresti,110000.0,cagliari calcio
618,Sebastian Walukiewicz,8250000.0,cagliari calcio
619,Daniele Rugani,5500000.0,cagliari calcio
621,Diego Godín,2200000.0,cagliari calcio
622,Luca Ceppitelli,2200000.0,cagliari calcio
623,Arturo Calabresi,1650000.0,cagliari calcio
626,Salvatore Boccia,165000.0,cagliari calcio
627,Francesco Paolo Cusumano,83000.0,cagliari calcio
628,Charalampos Lykogiannis,2750000.0,cagliari calcio
630,Gabriele Zappa,7700000.0,cagliari calcio
632,Simone Pinna,220000.0,cagliari calcio
633,Christian Oliva,4400000.0,cagliari calcio
634,Riccardo Ladinetti,385000.0,cagliari calcio
635,Nahitan Nández,24200000.0,cagliari calcio
636,Razvan Marin,16500000.0,cagliari calcio
637,Marko Rog,11000000.0,cagliari calcio
638,Alfred Duncan,11000000.0,cagliari calcio
639,Alessandro Deiola,1100000.0,cagliari calcio
640,Fabrizio Caligara,825000.0,cagliari calcio
641,Kwadwo Asamoah,1100000.0,cagliari calcio
642,Marko Pajac,550000.0,cagliari calcio
644,Gastón Pereiro,3850000.0,cagliari calcio
645,Riccardo Sottil,7700000.0,cagliari calcio
646,Matteo Tramoni,1650000.0,cagliari calcio
647,Adam Ounas,8800000.0,cagliari calcio
648,Kiril Despodov,3300000.0,cagliari calcio
649,Zito Luvumbo,1100000.0,cagliari calcio
650,João Pedro,19800000.0,cagliari calcio
652,Giovanni Simeone,12100000.0,cagliari calcio
654,Alberto Cerri,1650000.0,cagliari calcio
655,Gianluca Contini,440000.0,cagliari calcio
656,Salvatore Sirigu,2750000.0,torino fc
657,Vanja Milinković-Savić,880000.0,torino fc
658,Samir Ujkani,220000.0,torino fc
660,Razvan Sava,110000.0,torino fc
661,Bremer,11000000.0,torino fc
662,Armando Izzo,11000000.0,torino fc
663,Lyanco,5500000.0,torino fc
664,Nicolas N'Koulou,5500000.0,torino fc
665,Alessandro Buongiorno,2750000.0,torino fc
666,Erick Ferigra,440000.0,torino fc
667,Christian Celesia,83000.0,torino fc
668,Nicola Murru,3850000.0,torino fc
669,Ricardo Rodríguez,2200000.0,torino fc
670,Cristian Ansaldi,2200000.0,torino fc
671,Wilfried Singo,7700000.0,torino fc
672,Mërgim Vojvoda,5500000.0,torino fc
674,Tomás Rincón,2200000.0,torino fc
675,Altin Kryeziu,110000.0,torino fc
676,Karol Linetty,6600000.0,torino fc
677,Soualiho Meïté,5500000.0,torino fc
678,Sasa Lukic,5500000.0,torino fc
679,Daniele Baselli,5500000.0,torino fc
680,Jacopo Segre,1540000.0,torino fc
681,Ibrahim Karamoko,330000.0,torino fc
682,Jean Freddi Greco,275000.0,torino fc
683,Simone Verdi,8800000.0,torino fc
684,Amer Gojak,4179999.9999999995,torino fc
685,Krisztofer Horváth,110000.0,torino fc
686,Álex Berenguer,16500000.0,torino fc
687,Vincenzo Millico,1320000.0,torino fc
688,Iago Falque,1650000.0,torino fc
689,Simone Edera,550000.0,torino fc
690,Andrea Belotti,38500000.0,torino fc
691,Antonio Sanabria,8250000.0,torino fc
692,Federico Bonazzoli,4400000.0,torino fc
693,Simone Zaza,3300000.0,torino fc
694,Nicola Rauti,385000.0,torino fc
695,Samuele Vianni,110000.0,torino fc
696,Lorenzo Montipò,3850000.0,benevento calcio
697,Nicolò Manfredini,165000.0,benevento calcio
698,Igor Lucatelli,110000.0,benevento calcio
699,Pier Graziano Gori,55000.0,benevento calcio
700,Kamil Glik,2200000.0,benevento calcio
701,Luca Caldirola,1980000.0,benevento calcio
703,Alessandro Tuia,880000.0,benevento calcio
704,Luca Antei,550000.0,benevento calcio
705,Christian Pastina,440000.0,benevento calcio
706,Daam Foulon,1100000.0,benevento calcio
707,Fabio Depaoli,3850000.0,benevento calcio
709,Christian Maggio,330000.0,benevento calcio
710,Pasquale Schiattarella,1100000.0,benevento calcio
711,Artur Ionita,1980000.0,benevento calcio
712,Nicolas Viola,1650000.0,benevento calcio
713,Bryan Dabo,1320000.0,benevento calcio
714,Perparim Hetemaj,990000.0,benevento calcio
716,Lorenzo Del Pinto,220000.0,benevento calcio
717,Amadou Diambo,220000.0,benevento calcio
718,Siriki Sanogo,110000.0,benevento calcio
719,Abdallah Basit,83000.0,benevento calcio
722,Davide Masella,110000.0,benevento calcio
724,Riccardo Improta,1650000.0,benevento calcio
725,Roberto Insigne,2200000.0,benevento calcio
726,Iago Falque,1650000.0,benevento calcio
727,Adolfo Gaich,8800000.0,benevento calcio
729,Gabriele Moncini,1100000.0,benevento calcio
730,Giuseppe Di Serio,550000.0,benevento calcio
733,Marco Festa,165000.0,fc crotone
735,Francesco D'Alterio,55000.0,fc crotone
736,Lisandro Magallán,2750000.0,fc crotone
737,Sebastiano Luperto,2420000.0,fc crotone
738,Koffi Djidji,1980000.0,fc crotone
739,Giuseppe Cuomo,990000.0,fc crotone
740,Vladimir Golemic,990000.0,fc crotone
747,Jacopo Petriccione,1430000.0,fc crotone
748,Luca Cigarini,660000.0,fc crotone
749,Aristóteles Romero,165000.0,fc crotone
750,Niccolò Zanellato,1980000.0,fc crotone
751,Ahmad Benali,1650000.0,fc crotone
752,Milos Vulic,1650000.0,fc crotone
753,Giovanni Crociata,990000.0,fc crotone
754,Tomislav Gomelt,220000.0,fc crotone
757,Pedro Pereira,2200000.0,fc crotone
760,Arkadiusz Reca,4400000.0,fc crotone
761,Antonio Mazzotta,220000.0,fc crotone
762,Luis Rojas,1870000.0,fc crotone
763,Adam Ounas,8800000.0,fc crotone
764,Mattia Mustacchio,440000.0,fc crotone
765,Luca Siligardi,330000.0,fc crotone
766,Giuseppe Borello,275000.0,fc crotone
767,Junior Messias,3850000.0,fc crotone
768,Augustus Kargbo,495000.0,fc crotone
769,Simy,8800000.0,fc crotone
770,Samuel Di Carmine,1320000.0,fc crotone
771,Denis Dragus,990000.0,fc crotone
772,Emmanuel Rivière,770000.0,fc crotone
773,Luigi Sepe,3850000.0,parma calcio 1913
774,Simone Colombi,660000.0,parma calcio 1913
775,Filippo Rinaldi,220000.0,parma calcio 1913
778,Lautaro Valenti,4950000.0,parma calcio 1913
779,Yordan Osorio,4400000.0,parma calcio 1913
780,Mattia Bani,3300000.0,parma calcio 1913
781,Daan Dierckx,1100000.0,parma calcio 1913
783,Simone Iacoponi,880000.0,parma calcio 1913
784,Botond Balogh,880000.0,parma calcio 1913
785,Bruno Alves,440000.0,parma calcio 1913
786,Abdoul Hate Bane,55000.0,parma calcio 1913
788,Riccardo Gagliolo,2200000.0,parma calcio 1913
789,Vasilios Zagaritis,550000.0,parma calcio 1913
790,Giacomo Ricci,330000.0,parma calcio 1913
792,Andrea Conti,4950000.0,parma calcio 1913
793,Maxime Busi,4950000.0,parma calcio 1913
794,Vincent Laurini,660000.0,parma calcio 1913
795,Reinaldo Radu,110000.0,parma calcio 1913
796,Simon Sohm,4950000.0,parma calcio 1913
797,Gastón Brugman,2200000.0,parma calcio 1913
798,Matteo Scozzarella,880000.0,parma calcio 1913
799,Hernani,7150000.0,parma calcio 1913
800,Wylan Cyprien,6600000.0,parma calcio 1913
801,Alberto Grassi,4950000.0,parma calcio 1913
802,Juraj Kucka,3300000.0,parma calcio 1913
803,Jasmin Kurtic,2200000.0,parma calcio 1913
804,Hans Nicolussi Caviglia,1650000.0,parma calcio 1913
805,Jacopo Dezi,880000.0,parma calcio 1913
806,Giuseppe Carriero,275000.0,parma calcio 1913
807,Drissa Camara,275000.0,parma calcio 1913
808,Lorenzo Simonetti,110000.0,parma calcio 1913
809,Márk Kosznovszky,110000.0,parma calcio 1913
810,Redi Kasa,55000.0,parma calcio 1913
811,Juan Brunetta,3300000.0,parma calcio 1913
812,Valentin Mihaila,9350000.0,parma calcio 1913
813,Gervinho,1650000.0,parma calcio 1913
815,Dennis Man,11000000.0,parma calcio 1913
816,Yann Karamoh,6600000.0,parma calcio 1913
817,Mattia Sprocati,660000.0,parma calcio 1913
818,Luca Siligardi,330000.0,parma calcio 1913
820,Joshua Zirkzee,8800000.0,parma calcio 1913
821,Andreas Cornelius,6600000.0,parma calcio 1913
822,Roberto Inglese,6600000.0,parma calcio 1913
823,Graziano Pellè,660000.0,parma calcio 1913
824,Andrea Adorante,440000.0,parma calcio 1913
825,Gabriele Artistico,110000.0,parma calcio 1913
0,Manuel Neuer,19800000.0,bayern munich
1,Alexander Nübel,6600000.0,bayern munich
2,Sven Ulreich,990000.0,bayern munich
4,Lukas Schneller,220000.0,bayern munich
5,David Alaba,60500000.0,bayern munich
6,Niklas Süle,38500000.0,bayern munich
7,Tanguy Nianzou,12100000.0,bayern munich
8,Jérôme Boateng,9350000.0,bayern munich
9,Chris Richards,8250000.0,bayern munich
10,Bright Arrey-Mbi,1100000.0,bayern munich
11,Kilian Senkbeil,220000.0,bayern munich
13,Lucas Hernández,49500000.0,bayern munich
14,Rémy Vita,1100000.0,bayern munich
15,Alexander Lungwitz,275000.0,bayern munich
16,Benjamin Pavard,38500000.0,bayern munich
17,Bouna Sarr,4400000.0,bayern munich
18,Josip Stanisic,440000.0,bayern munich
19,Joshua Kimmich,99000000.0,bayern munich
20,Marc Roca,11000000.0,bayern munich
21,Javi Martínez,5500000.0,bayern munich
22,Adrian Fein,4400000.0,bayern munich
23,Angelo Stiller,2750000.0,bayern munich
24,Leon Goretzka,77000000.0,bayern munich
25,Corentin Tolisso,22000000.0,bayern munich
26,Michaël Cuisance,7700000.0,bayern munich
27,Tiago Dantas,3300000.0,bayern munich
28,Maximilian Zaiser,248000.0,bayern munich
29,Jamal Musiala,41800000.0,bayern munich
30,Christopher Scott,1320000.0,bayern munich
32,Kingsley Coman,71500000.0,bayern munich
33,Douglas Costa,6600000.0,bayern munich
34,Serge Gnabry,77000000.0,bayern munich
35,Leroy Sané,66000000.0,bayern munich
36,Thomas Müller,33000000.0,bayern munich
37,Leon Dajaku,1980000.0,bayern munich
38,Armindo Sieb,1650000.0,bayern munich
39,Robert Lewandowski,66000000.0,bayern munich
40,Joshua Zirkzee,8800000.0,bayern munich
41,Eric Maxim Choupo-Moting,3850000.0,bayern munich
42,Fiete Arp,880000.0,bayern munich
44,Malik Tillman,550000.0,bayern munich
45,Péter Gulácsi,14300000.0,rb leipzig
46,Josep Martínez,2750000.0,rb leipzig
47,Philipp Tschauner,330000.0,rb leipzig
48,Dayot Upamecano,66000000.0,rb leipzig
49,Ibrahima Konaté,38500000.0,rb leipzig
50,Willi Orban,17600000.0,rb leipzig
51,Marcel Halstenberg,15400000.0,rb leipzig
52,Lukas Klostermann,29700000.0,rb leipzig
53,Nordi Mukiele,27500000.0,rb leipzig
55,Tyler Adams,22000000.0,rb leipzig
56,Eric Martel,1980000.0,rb leipzig
57,Marcel Sabitzer,46200000.0,rb leipzig
58,Konrad Laimer,28600000.0,rb leipzig
59,Amadou Haidara,26400000.0,rb leipzig
60,Kevin Kampl,11000000.0,rb leipzig
63,Dominik Szoboszlai,27500000.0,rb leipzig
64,Dani Olmo,49500000.0,rb leipzig
66,Lazar Samardzic,3300000.0,rb leipzig
67,Joscha Wosz,440000.0,rb leipzig
68,Emil Forsberg,22000000.0,rb leipzig
69,Justin Kluivert,15400000.0,rb leipzig
70,Ademola Lookman,12100000.0,rb leipzig
71,Fabrice Hartmann,385000.0,rb leipzig
73,Alexander Sörloth,17600000.0,rb leipzig
74,Hee-chan Hwang,12100000.0,rb leipzig
75,Dennis Borkowski,1320000.0,rb leipzig
76,Hugo Novoa,440000.0,rb leipzig
82,Dan-Axel Zagadou,19800000.0,borussia dortmund
83,Mats Hummels,13200000.0,borussia dortmund
84,Raphaël Guerreiro,44000000.0,borussia dortmund
85,Nico Schulz,6600000.0,borussia dortmund
86,Marcel Schmelzer,770000.0,borussia dortmund
87,Thomas Meunier,13200000.0,borussia dortmund
88,Mateu Morey Bauzà,7700000.0,borussia dortmund
89,Felix Passlack,2750000.0,borussia dortmund
91,Emre Can,28600000.0,borussia dortmund
92,Thomas Delaney,16500000.0,borussia dortmund
93,Axel Witsel,9900000.0,borussia dortmund
94,Jude Bellingham,60500000.0,borussia dortmund
95,Mahmoud Dahoud,17600000.0,borussia dortmund
96,Tobias Raschl,770000.0,borussia dortmund
97,Giovanni Reyna,41800000.0,borussia dortmund
98,Julian Brandt,22000000.0,borussia dortmund
100,Marco Reus,14300000.0,borussia dortmund
101,Thorgan Hazard,29700000.0,borussia dortmund
102,Dominik Wanner,110000.0,borussia dortmund
103,Jadon Sancho,110000000.0,borussia dortmund
104,Marius Wolf,4400000.0,borussia dortmund
106,Erling Haaland,143000000.0,borussia dortmund
107,Youssoufa Moukoko,19800000.0,borussia dortmund
108,Steffen Tigges,1320000.0,borussia dortmund
109,Koen Casteels,15400000.0,vfl wolfsburg
110,Pavao Pervan,660000.0,vfl wolfsburg
111,Niklas Klinger,110000.0,vfl wolfsburg
112,Lino Kasten,110000.0,vfl wolfsburg
113,Maxence Lacroix,30800000.0,vfl wolfsburg
114,John Anthony Brooks,15400000.0,vfl wolfsburg
115,Marin Pongracic,9350000.0,vfl wolfsburg
116,Jeffrey Bruma,1320000.0,vfl wolfsburg
117,Tim Siersleben,275000.0,vfl wolfsburg
119,Jérôme Roussillon,7700000.0,vfl wolfsburg
120,Ridle Baku,27500000.0,vfl wolfsburg
121,Kevin Mbabu,13200000.0,vfl wolfsburg
122,William,4400000.0,vfl wolfsburg
123,Josuha Guilavogui,5500000.0,vfl wolfsburg
124,Xaver Schlager,29700000.0,vfl wolfsburg
125,Maximilian Arnold,20900000.0,vfl wolfsburg
126,Yannick Gerhardt,11000000.0,vfl wolfsburg
127,Luca Horn,193000.0,vfl wolfsburg
128,Yunus Malli,2089999.9999999998,vfl wolfsburg
129,Josip Brekalo,13200000.0,vfl wolfsburg
130,João Victor,3300000.0,vfl wolfsburg
131,Renato Steffen,4950000.0,vfl wolfsburg
132,Felix Klaus,1650000.0,vfl wolfsburg
133,Maximilian Philipp,7700000.0,vfl wolfsburg
134,Admir Mehmedi,4400000.0,vfl wolfsburg
135,Wout Weghorst,33000000.0,vfl wolfsburg
136,Bartosz Bialek,5500000.0,vfl wolfsburg
137,Omar Marmoush,2200000.0,vfl wolfsburg
138,Daniel Ginczek,2200000.0,vfl wolfsburg
139,Kevin Trapp,7150000.0,eintracht frankfurt
140,Frederik Rönnow,2750000.0,eintracht frankfurt
141,Markus Schubert,1980000.0,eintracht frankfurt
142,Elias Bördner,275000.0,eintracht frankfurt
146,Simon Falette,880000.0,eintracht frankfurt
147,Fynn Otto,220000.0,eintracht frankfurt
148,Felix Irorere,220000.0,eintracht frankfurt
149,Yannick Brugger,110000.0,eintracht frankfurt
152,Danny da Costa,6600000.0,eintracht frankfurt
153,Almamy Touré,6050000.0,eintracht frankfurt
154,Erik Durm,2750000.0,eintracht frankfurt
155,Timothy Chandler,1650000.0,eintracht frankfurt
156,Stefan Ilsanker,1870000.0,eintracht frankfurt
157,Makoto Hasebe,880000.0,eintracht frankfurt
158,Lukas Fahrnberger,220000.0,eintracht frankfurt
159,Djibril Sow,16500000.0,eintracht frankfurt
161,Sebastian Rode,4400000.0,eintracht frankfurt
162,Filip Kostic,38500000.0,eintracht frankfurt
163,Steven Zuber,2750000.0,eintracht frankfurt
164,Daichi Kamada,27500000.0,eintracht frankfurt
165,Amin Younes,11000000.0,eintracht frankfurt
169,Luka Jovic,22000000.0,eintracht frankfurt
171,Bas Dost,5280000.0,eintracht frankfurt
172,Ragnar Ache,1980000.0,eintracht frankfurt
173,Ali Akman,1650000.0,eintracht frankfurt
174,Jabez Makanda,220000.0,eintracht frankfurt
175,Lukas Hradecky,6600000.0,bayer 04 leverkusen
176,Lennart Grill,1650000.0,bayer 04 leverkusen
177,Niklas Lomb,275000.0,bayer 04 leverkusen
178,Marcel Johnen,110000.0,bayer 04 leverkusen
179,Edmond Tapsoba,44000000.0,bayer 04 leverkusen
180,Jonathan Tah,24200000.0,bayer 04 leverkusen
181,Sven Bender,6050000.0,bayer 04 leverkusen
182,Aleksandar Dragovic,3850000.0,bayer 04 leverkusen
183,Tin Jedvaj,3300000.0,bayer 04 leverkusen
184,Daley Sinkgraven,9900000.0,bayer 04 leverkusen
185,Wendell,7150000.0,bayer 04 leverkusen
186,Jeremie Frimpong,11000000.0,bayer 04 leverkusen
187,Santiago Arias,6600000.0,bayer 04 leverkusen
190,Mitchell Weiser,3300000.0,bayer 04 leverkusen
191,Julian Baumgartlinger,1650000.0,bayer 04 leverkusen
193,Exequiel Palacios,14300000.0,bayer 04 leverkusen
194,Charles Aránguiz,6600000.0,bayer 04 leverkusen
195,Cem Türkmen,440000.0,bayer 04 leverkusen
196,Florian Wirtz,49500000.0,bayer 04 leverkusen
197,Nadiem Amiri,19800000.0,bayer 04 leverkusen
198,Moussa Diaby,41800000.0,bayer 04 leverkusen
199,Paulinho,14300000.0,bayer 04 leverkusen
200,Demarai Gray,8800000.0,bayer 04 leverkusen
201,Samed Onur,550000.0,bayer 04 leverkusen
