,,,,,,Tota,
Player,Pos,Squad,Comp,Age,90s,Cmp%,Prog
,,,,,,,
Ben Davies\Ben-Davies,DF,Tottenham,eng Premier League,27,15.0,77.9,2.87
Tom Davies\Tom-Davies,MF,Everton,eng Premier League,22,15.8,83.8,2.97
Keinan Davis\Keinan-Davis,FWMF,Aston Villa,eng Premier League,22,3.1,73.4,0.97
Leif Davis\Leif-Davis,DF,Leeds United,eng Premier League,20,0.4,84.2,2.50
Paweł Dawidowicz\Pawel-Dawidowicz,DF,Hellas Verona,it Serie A,25,20.7,85.6,1.98
Craig Dawson\Craig-Dawson,DF,West Ham,eng Premier League,30,21.4,82.5,1.17
Kevin De Bruyne\Kevin-De-Bruyne,MF,Manchester City,eng Premier League,29,22.2,76.0,7.79
Sebastien De Maio\Sebastien-De-Maio,DF,Udinese,it Serie A,33,9.5,86.1,1.47
Rodrigo De Paul\Rodrigo-De-Paul,MF,Udinese,it Serie A,26,35.6,73.2,7.42
Mattia De Sciglio\Mattia-De-Sciglio,DF,Lyon,fr Ligue 1,27,16.3,84.2,4.54
Mattia De Sciglio\Mattia-De-Sciglio,DF,Juventus,it Serie A,27,0.3,75.0,0.00
Lorenzo De Silvestri\Lorenzo-De-Silvestri,DF,Bologna,it Serie A,32,23.8,75.9,3.57
Thibault De Smet\Thibault-De-Smet,DF,Reims,fr Ligue 1,22,5.5,79.4,4.55
Lucas Deaux\Lucas-Deaux,MFDF,Nîmes,fr Ligue 1,31,19.5,79.6,3.44
Mathieu Debuchy\Mathieu-Debuchy,DF,Saint-Étienne,fr Ligue 1,35,23.4,74.4,2.82
Grégoire Defrel\Gregoire-Defrel,FWMF,Sassuolo,it Serie A,29,14.8,87.6,1.89
Alessandro Deiola\Alessandro-Deiola,MF,Spezia,it Serie A,24,4.0,77.0,2.50
Alessandro Deiola\Alessandro-Deiola,MF,Cagliari,it Serie A,24,6.8,84.2,2.79
Romain Del Castillo\Romain-Del-Castillo,MFFW,Rennes,fr Ligue 1,24,7.2,71.4,3.89
Lorenzo Del Pinto\Lorenzo-Del-Pinto,MF,Benevento,it Serie A,30,0.1,57.1,0.00
Thomas Delaine\Thomas-Delaine,DF,Metz,fr Ligue 1,28,19.8,74.9,2.37
Thomas Delaney\Thomas-Delaney,MF,Dortmund,de Bundesliga,28,14.3,83.8,3.22
Liam Delap\Liam-Delap,FW,Manchester City,eng Premier League,17,0.4,71.4,0.00
Jonathan Delaplace\Jonathan-Delaplace,DF,Lorient,fr Ligue 1,34,10.1,76.3,2.67
Sacha Delaye\Sacha-Delaye,MF,Montpellier,fr Ligue 1,18,0.1,100.0,0.00
Cristian Dell'Orco\Cristian-DellOrco,DF,Spezia,it Serie A,26,2.9,76.9,1.38
Andy Delort\Andy-Delort,FW,Montpellier,fr Ligue 1,28,27.6,62.1,2.54
Fabian Delph\Fabian-Delph,MFDF,Everton,eng Premier League,30,3.0,88.0,5.00
Moussa Dembélé\Moussa-Dembele,FW,Lyon,fr Ligue 1,24,7.5,71.2,1.60
Moussa Dembélé\Moussa-Dembele,FWMF,Atlético Madrid,es La Liga,24,1.1,60.6,0.91
Ousmane Dembélé\Ousmane-Dembele,FWDF,Barcelona,es La Liga,23,19.7,82.5,3.86
Merih Demiral\Merih-Demiral,DF,Juventus,it Serie A,22,10.4,93.1,2.02
Kerem Demirbay\Kerem-Demirbay,MF,Leverkusen,de Bundesliga,27,19.4,78.8,6.29
Ermedin Demirović\Ermedin-Demirovic,FW,Freiburg,de Bundesliga,22,16.6,58.1,2.05
Diego Demme\Diego-Demme,MF,Napoli,it Serie A,28,17.7,89.4,3.79
Jason Denayer\Jason-Denayer,DF,Lyon,fr Ligue 1,25,29.0,95.8,2.48
Leander Dendoncker\Leander-Dendoncker,MFDF,Wolves,eng Premier League,25,27.8,87.9,2.23
Kevin Denkey\Kevin-Denkey,FW,Nîmes,fr Ligue 1,19,5.8,71.7,1.21
Emmanuel Dennis\Emmanuel-Dennis,FW,Köln,de Bundesliga,22,5.3,70.5,0.57
Stefano Denswil\Stefano-Denswil,DF,Bologna,it Serie A,27,1.3,81.0,6.15
Fabio Depaoli\Fabio-Depaoli,DF,Benevento,it Serie A,23,12.4,73.5,3.31
Fabio Depaoli\Fabio-Depaoli,MF,Sampdoria,it Serie A,23,0.9,60.0,2.22
Fabio Depaoli\Fabio-Depaoli,DF,Atalanta,it Serie A,23,2.1,83.5,5.71
Memphis Depay\Memphis-Depay,FW,Lyon,fr Ligue 1,26,32.5,70.5,3.72
Clément Depres\Clement-Depres,MF,Nîmes,fr Ligue 1,25,0.2,50.0,5.00
Mike van der Hoorn\Mike-van-der-Hoorn,DF,Arminia,de Bundesliga,27,15.1,87.1,1.99
Kastriot Dermaku\Kastriot-Dermaku,DF,Parma,it Serie A,28,1.1,89.7,0.91
Kiril Despodov\Kiril-Despodov,FW,Cagliari,it Serie A,23,0.1,,0.00
Sergiño Dest\Sergino-Dest,DF,Barcelona,es La Liga,19,21.2,89.4,2.83
Mattia Destro\Mattia-Destro,FW,Genoa,it Serie A,29,17.8,70.3,0.84
Gerard Deulofeu\Gerard-Deulofeu,FWMF,Udinese,it Serie A,26,6.6,68.4,2.88
Deyverson\Deyverson,FW,Alavés,es La Liga,29,9.7,50.0,2.27
Jacopo Dezi\Jacopo-Dezi,FWMF,Parma,it Serie A,28,0.9,74.4,2.22
Samuel Di Carmine\Samuel-Di-Carmine,FW,Hellas Verona,it Serie A,31,5.6,61.8,0.71
Samuel Di Carmine\Samuel-Di-Carmine,FW,Crotone,it Serie A,31,5.3,77.5,0.75
Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,DF,Napoli,it Serie A,26,36.0,87.2,7.17
Ángel Di María\Angel-Di-Maria,FWMF,Paris S-G,fr Ligue 1,32,20.6,73.0,6.36
Alessandro Di Pardo\Alessandro-Di-Pardo,MFDF,Juventus,it Serie A,21,0.2,55.6,5.00
Giuseppe Di Serio\Giuseppe-Di-Serio,FWMF,Benevento,it Serie A,19,3.2,69.7,3.44
Boulaye Dia\Boulaye-Dia,FWMF,Reims,fr Ligue 1,23,32.6,80.5,0.89
Abdoulay Diaby\Abdoulay-Diaby,MF,Getafe,es La Liga,29,0.2,50.0,0.00
Moussa Diaby\Moussa-Diaby,FWMF,Leverkusen,de Bundesliga,21,26.5,76.1,2.08
Mbaye Diagne\Mbaye-Diagne,FW,West Brom,eng Premier League,28,13.2,70.4,1.21
Mouctar Diakhaby\Mouctar-Diakhaby,DF,Valencia,es La Liga,23,23.1,86.0,1.60
Abdou Diallo\Abdou-Diallo,DF,Paris S-G,fr Ligue 1,24,16.6,93.1,4.52
Amad Diallo\Amad-Diallo,FW,Manchester Utd,eng Premier League,18,1.8,84.4,2.78
Amad Diallo\Amad-Diallo,MF,Atalanta,it Serie A,18,0.2,90.0,10.0
Habib Diallo\Habib-Diallo,FW,Strasbourg,fr Ligue 1,25,25.8,69.9,1.63
Habib Diallo\Habib-Diallo,FW,Metz,fr Ligue 1,25,1.6,58.3,2.50
Ibrahima Diallo\Ibrahima-Diallo,MF,Southampton,eng Premier League,21,11.3,85.2,2.92
Ibrahima Diallo\Ibrahima-Diallo,MF,Brest,fr Ligue 1,21,4.9,86.9,5.10
Amadou Diambo\Amadou-Diambo,FW,Benevento,it Serie A,19,0.0,87.5,0
Grady Diangana\Grady-Diangana,MFFW,West Brom,eng Premier League,22,13.7,72.9,1.90
Stéphane Diarra\Stephane-Diarra,FWMF,Lorient,fr Ligue 1,21,2.2,70.6,2.27
Raphael Dias Belloli\Raphael-Dias-Belloli,MF,Leeds United,eng Premier League,23,26.2,66.6,5.15
Raphael Dias Belloli\Raphael-Dias-Belloli,FWMF,Rennes,fr Ligue 1,23,4.5,64.7,3.78
Rúben Dias\Ruben-Dias,DF,Manchester City,eng Premier League,23,31.6,93.5,3.67
Krepin Diatta\Krepin-Diatta,MFDF,Monaco,fr Ligue 1,21,4.3,73.3,2.09
Amadou Diawara\Amadou-Diawara,MF,Roma,it Serie A,23,7.3,89.2,3.70
Brahim Díaz\Brahim-Diaz,MFFW,Milan,it Serie A,20,13.6,86.8,2.06
Víctor Díaz\Victor-Diaz,DF,Granada,es La Liga,32,9.2,68.8,2.83
Daniel Didavi\Daniel-Didavi,FWMF,Stuttgart,de Bundesliga,30,10.8,74.1,5.37
Eric Dier\Eric-Dier,DF,Tottenham,eng Premier League,26,28.0,84.6,2.21
Daan Dierckx\Daan-Dierckx,DF,Parma,it Serie A,17,5.2,87.9,1.92
Lucas Digne\Lucas-Digne,DF,Everton,eng Premier League,27,29.8,72.5,3.62
Virgil van Dijk\Virgil-van-Dijk,DF,Liverpool,eng Premier League,29,4.1,90.0,4.88
Mitchell Dijks\Mitchell-Dijks,DF,Bologna,it Serie A,27,16.5,76.8,3.33
Javairô Dilrosun\Javairo-Dilrosun,FWMF,Hertha BSC,de Bundesliga,22,5.9,74.9,2.88
Federico Dimarco\Federico-Dimarco,DF,Hellas Verona,it Serie A,22,29.0,71.1,5.21
Junior Dina Ebimbe\Junior-Dina-Ebimbe,FWMF,Dijon,fr Ligue 1,19,23.8,79.0,2.61
Tristan Dingomé\Tristan-Dingome,MF,Reims,fr Ligue 1,29,0.2,73.3,0.00
Eren Dinkçi\Eren-Dinkci,FWMF,Werder Bremen,de Bundesliga,18,1.2,74.1,1.67
Sinaly Diomande\Sinaly-Diomande,DF,Lyon,fr Ligue 1,19,12.6,89.0,3.17
Lois Diony\Lois-Diony,FW,Angers,fr Ligue 1,27,19.4,63.3,0.93
Issa Diop\Issa-Diop,DF,West Ham,eng Premier League,23,15.3,84.4,1.44
Papakouli Diop\Papakouli-Diop,MF,Eibar,es La Liga,34,25.8,70.6,2.95
Sofiane Diop\Sofiane-Diop,MFFW,Monaco,fr Ligue 1,20,22.5,78.8,3.96
Andy Diouf\Andy-Diouf,FW,Rennes,fr Ligue 1,18,0.1,50.0,0.00
Yehvann Diouf\Yehvann-Diouf,GK,Reims,fr Ligue 1,20,1.5,76.9,0.00
Assane Dioussé\Assane-Diousse,DF,Saint-Étienne,fr Ligue 1,22,0.0,100.0,0
Axel Disasi\Axel-Disasi,DF,Monaco,fr Ligue 1,22,22.3,86.7,3.59
Tiago Djaló\Tiago-Djalo,DF,Lille,fr Ligue 1,20,9.7,87.7,3.71
Djené\Djene,DF,Getafe,es La Liga,28,32.7,77.0,1.80
Moussa Djenepo\Moussa-Djenepo,MF,Southampton,eng Premier League,22,13.8,73.8,1.74
Koffi Djidji\Koffi-Djidji,DF,Crotone,it Serie A,27,16.9,81.7,2.96
Alexander Djiku\Alexander-Djiku,DFMF,Strasbourg,fr Ligue 1,25,28.4,86.6,2.04
Berat Djimsiti\Berat-Djimsiti,DF,Atalanta,it Serie A,27,29.2,88.1,4.73
Marko Dmitrović\Marko-Dmitrovic,GK,Eibar,es La Liga,28,34.7,54.1,0.03
Ritsu Doan\Ritsu-Doan,MFFW,Arminia,de Bundesliga,22,30.8,63.4,2.60
Mihai Dobre\Mihai-Dobre,FWMF,Dijon,fr Ligue 1,21,5.9,75.0,2.20
Matt Doherty\Matt-Doherty,DF,Tottenham,eng Premier League,28,13.8,80.6,3.12
Jeremy Doku\Jeremy-Doku,MFFW,Rennes,fr Ligue 1,18,25.7,81.4,3.81
Kasper Dolberg\Kasper-Dolberg,FW,Nice,fr Ligue 1,22,21.4,79.0,0.47
Keagan Dolly\Keagan-Dolly,MF,Montpellier,fr Ligue 1,27,5.0,84.3,2.00
Jaume Doménech\Jaume-Domenech,GK,Valencia,es La Liga,29,28.0,69.5,0.04
Carlos Dominguez\Carlos-Dominguez,DF,Celta Vigo,es La Liga,19,4.0,83.1,1.25
Nicolás Domínguez\Nicolas-Dominguez,MF,Bologna,it Serie A,22,13.9,86.1,4.53
John Donald\John-Donald,DFFW,Elche,es La Liga,19,0.6,95.0,0.00
Ji Dong-won\Ji-Dong-won,FWDF,Mainz 05,de Bundesliga,29,0.7,55.6,2.86
Anastasios Donis\Anastasios-Donis,MF,Reims,fr Ligue 1,23,1.1,65.0,0.91
Gianluigi Donnarumma\Gianluigi-Donnarumma,GK,Milan,it Serie A,21,37.0,78.5,0.03
Gabriel Dos Santos\Gabriel-Dos-Santos,DF,Arsenal,eng Premier League,22,22.2,86.0,2.39
Bas Dost\Bas-Dost,FW,Eint Frankfurt,de Bundesliga,31,9.1,65.1,3.08
Lucas Douath\Lucas-Douath,MF,Saint-Étienne,fr Ligue 1,16,14.7,86.6,1.77
Abdoulaye Doucouré\Abdoulaye-Doucoure,MF,Everton,eng Premier League,27,27.1,86.0,2.40
Cheick Doucouré\Cheick-Doucoure,MF,Lens,fr Ligue 1,20,29.2,87.0,4.66
Fodé Doucouré\Fode-Doucoure,DF,Reims,fr Ligue 1,19,3.7,77.2,3.78
Mahamadou Doucouré\Mahamadou-Doucoure,FW,Nîmes,fr Ligue 1,20,0.5,76.9,0.00
Cheick Doukouré\Cheick-Doukoure,MF,Levante,es La Liga,27,1.1,86.7,0.91
Idrissa Doumbia\Idrissa-Doumbia,MF,Huesca,es La Liga,22,8.7,91.5,1.95
Moussa Doumbia\Moussa-Doumbia,MFFW,Reims,fr Ligue 1,25,10.0,81.1,2.70
Souleyman Doumbia\Souleyman-Doumbia,DF,Angers,fr Ligue 1,23,24.7,81.7,3.12
Aleksandar Dragović\Aleksandar-Dragovic,DF,Leverkusen,de Bundesliga,29,12.6,89.0,5.71
Bartłomiej Drągowski\Bartlomiej-Dragowski,GK,Fiorentina,it Serie A,22,35.0,65.5,0.00
Denis Drăguș\Denis-Dragus,FWMF,Crotone,it Serie A,21,2.0,74.6,3.00
Radu Drăgușin\Radu-Dragusin,DF,Juventus,it Serie A,18,0.0,100.0,0
Mouhamadou Drammeh\Mouhamadou-Drammeh,MF,Reims,fr Ligue 1,21,1.9,81.1,2.11
Julian Draxler\Julian-Draxler,MFFW,Paris S-G,fr Ligue 1,26,11.8,86.4,4.66
Dominick Drexler\Dominick-Drexler,MFFW,Köln,de Bundesliga,30,13.7,76.7,2.92
Matthieu Dreyer\Matthieu-Dreyer,GK,Lorient,fr Ligue 1,31,15.0,62.3,0.00
Domingos Duarte\Domingos-Duarte,DF,Granada,es La Liga,25,26.3,80.3,3.23
Léo Duarte\Leo-Duarte,DF,Milan,it Serie A,24,0.2,100.0,0.00
Óscar Duarte\Oscar-Duarte,DF,Levante,es La Liga,31,22.9,87.4,2.40
Rubén Duarte\Ruben-Duarte,DF,Alavés,es La Liga,24,28.3,70.8,4.06
Leo Dubois\Leo-Dubois,DF,Lyon,fr Ligue 1,25,32.3,79.4,6.75
Martin Dúbravka\Martin-Dubravka,GK,Newcastle Utd,eng Premier League,31,13.0,72.6,0.00
Ondrej Duda\Ondrej-Duda,FWMF,Köln,de Bundesliga,25,28.2,71.8,3.62
Unai Dufur\Unai-Dufur,DF,Eibar,es La Liga,21,0.7,79.1,5.71
Haris Duljević\Haris-Duljevic,MFFW,Nîmes,fr Ligue 1,26,8.6,77.8,5.12
Paul Dummett\Paul-Dummett,DF,Newcastle Utd,eng Premier League,28,13.9,76.8,1.65
Alfred Duncan\Alfred-Duncan,MF,Fiorentina,it Serie A,27,1.8,76.5,4.44
Alfred Duncan\Alfred-Duncan,MF,Cagliari,it Serie A,27,11.9,81.2,5.04
Lewis Dunk\Lewis-Dunk,DF,Brighton,eng Premier League,28,32.6,90.0,2.15
Jimmy Dunne\Jimmy-Dunne,DF,Burnley,eng Premier League,22,3.0,71.2,0.67
Erik Durm\Erik-Durm,DF,Eint Frankfurt,de Bundesliga,28,16.4,70.2,2.93
Hugo Duro\Hugo-Duro,FW,Real Madrid,es La Liga,20,0.6,100.0,1.67
Jean-Kevin Duverne\Jean-Kevin-Duverne,DF,Brest,fr Ligue 1,23,22.5,84.6,4.00
Paulo Dybala\Paulo-Dybala,FW,Juventus,it Serie A,26,12.6,82.0,5.40
Edin Džeko\Edin-Dzeko,FW,Roma,it Serie A,34,20.3,66.9,2.02
Steeve-Mike Ebongue\Steeve-Mike-Ebongue,MF,Genoa,it Serie A,19,0.6,81.5,1.67
Enzo Ebosse\Enzo-Ebosse,DF,Angers,fr Ligue 1,21,2.9,83.0,1.03
Bruno Ecuele Manga\Bruno-Ecuele-Manga,DF,Dijon,fr Ligue 1,32,38.0,86.3,1.74
Simone Edera\Simone-Edera,DFMF,Torino,it Serie A,23,0.6,72.7,0.00
Ederson\Ederson,GK,Manchester City,eng Premier League,26,36.0,83.1,0.03
Kyle Edwards\Kyle-Edwards,MFFW,West Brom,eng Premier League,22,1.3,85.7,2.31
John Egan\John-Egan,DF,Sheffield Utd,eng Premier League,27,29.2,84.6,1.99
Johannes Eggestein\Johannes-Eggestein,FWMF,Werder Bremen,de Bundesliga,22,0.4,64.7,5.00
Maximilian Eggestein\Maximilian-Eggestein,MF,Werder Bremen,de Bundesliga,23,32.7,78.6,4.89
Lilian Egloff\Lilian-Egloff,MF,Stuttgart,de Bundesliga,17,0.2,100.0,0.00
Kingsley Ehizibue\Kingsley-Ehizibue,DF,Köln,de Bundesliga,25,12.6,74.1,2.86
Albin Ekdal\Albin-Ekdal,MF,Sampdoria,it Serie A,31,25.5,84.0,3.14
Hugo Ekitike\Hugo-Ekitike,MFFW,Reims,fr Ligue 1,18,1.0,80.8,1.00
Anthony Elanga\Anthony-Elanga,FW,Manchester Utd,eng Premier League,18,1.7,81.1,1.18
Niclas Eliasson\Niclas-Eliasson,MFFW,Nîmes,fr Ligue 1,24,20.0,61.3,1.65
Elif Elmas\Elif-Elmas,MFFW,Napoli,it Serie A,20,8.2,90.5,1.34
Ahmed Elmohamady\Ahmed-Elmohamady,DF,Aston Villa,eng Premier League,32,9.3,78.1,5.16
Mohamed Elneny\Mohamed-Elneny,MF,Arsenal,eng Premier League,28,17.2,93.4,3.49
Aritz Elustondo\Aritz-Elustondo,DF,Real Sociedad,es La Liga,26,20.9,87.4,4.21
Nico Elvedi\Nico-Elvedi,DF,M'Gladbach,de Bundesliga,23,28.2,92.8,2.23
Rodrigo Ely\Rodrigo-Ely,DF,Alavés,es La Liga,26,5.2,78.6,0.96
Sepe Elye Wahi\Sepe-Elye-Wahi,FW,Montpellier,fr Ligue 1,17,6.2,65.5,0.81
Breel Embolo\Breel-Embolo,FWMF,M'Gladbach,de Bundesliga,23,16.0,73.0,1.44
Emerson\Emerson,DF,Betis,es La Liga,21,33.2,81.2,3.37
Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,MF,Atalanta,it Serie A,18,0.0,100.0,0
Renaud Emond\Renaud-Emond,FWMF,Nantes,fr Ligue 1,28,3.9,70.5,1.03
Alan Empereur\Alan-Empereur,DF,Hellas Verona,it Serie A,26,2.4,78.5,4.17
Youssef En-Nesyri\Youssef-En-Nesyri,FW,Sevilla,es La Liga,23,25.7,68.9,0.39
Keita Endo\Keita-Endo,MFFW,Union Berlin,de Bundesliga,22,5.1,70.4,1.37
Wataru Endo\Wataru-Endo,MF,Stuttgart,de Bundesliga,27,32.8,84.0,5.30
Sergi Enrich\Sergi-Enrich,FW,Eibar,es La Liga,30,15.6,77.3,1.67
Christian Eriksen\Christian-Eriksen,MF,Inter,it Serie A,28,15.4,82.1,4.61
Martin Erlic\Martin-Erlic,DF,Spezia,it Serie A,22,20.0,85.6,2.05
Patrick Erras\Patrick-Erras,MFFW,Werder Bremen,de Bundesliga,25,0.3,60.6,3.33
Gonzalo Escalante\Gonzalo-Escalante,MF,Lazio,it Serie A,27,8.1,88.4,4.20
Aarón Escandell\Aaron-Escandell,GK,Granada,es La Liga,24,5.0,49.0,0.00
Dani Escriche\Dani-Escriche,FWMF,Huesca,es La Liga,22,9.5,74.2,1.58
Sergio Escudero\Sergio-Escudero,DF,Sevilla,es La Liga,30,6.3,84.0,3.65
Alfonso Espino\Alfonso-Espino,DF,Cádiz,es La Liga,28,28.9,64.1,2.04
Vicente Esquerdo\Vicente-Esquerdo,MF,Valencia,es La Liga,21,2.6,79.4,2.69
Nahuel Estévez\Nahuel-Estevez,MF,Spezia,it Serie A,24,19.6,74.6,3.72
Pervis Estupiñán\Pervis-Estupinan,DF,Villarreal,es La Liga,22,13.0,78.4,2.46
Yoann Etienne\Yoann-Etienne,DF,Lorient,fr Ligue 1,23,1.0,63.2,4.00
Xabier Etxeita\Xabier-Etxeita,DF,Getafe,es La Liga,32,9.8,67.5,1.84
Jonny Evans\Jonny-Evans,DF,Leicester City,eng Premier League,32,27.5,87.5,2.29
Edu Expósito\Edu-Exposito,MF,Eibar,es La Liga,23,27.3,74.6,4.36
Valentin Eysseric\Valentin-Eysseric,MFFW,Fiorentina,it Serie A,28,8.1,74.2,3.58
Eberechi Eze\Eberechi-Eze,MF,Crystal Palace,eng Premier League,22,28.4,79.3,3.91
Jokin Ezkieta\Jokin-Ezkieta,GK,Athletic Club,es La Liga,23,1.0,87.5,0.00
Łukasz Fabiański\Lukasz-Fabianski,GK,West Ham,eng Premier League,35,35.0,60.5,0.00
Fabinho\Fabinho,DFMF,Liverpool,eng Premier League,26,28.5,91.1,3.58
Fábio\Fabio,DF,Nantes,fr Ligue 1,30,16.7,77.3,3.83
Cesc Fàbregas\Cesc-Fabregas,MF,Monaco,fr Ligue 1,33,9.7,79.2,9.28
Bandiougou Fadiga\Bandiougou-Fadiga,FWMF,Paris S-G,fr Ligue 1,19,0.7,97.1,1.43
Bandiougou Fadiga\Bandiougou-Fadiga,MF,Brest,fr Ligue 1,19,0.5,86.2,6.00
Wout Faes\Wout-Faes,DF,Reims,fr Ligue 1,22,32.2,87.4,2.30
Nicolò Fagioli\Nicolo-Fagioli,MF,Juventus,it Serie A,19,0.2,94.4,15.0
Ralf Fährmann\Ralf-Fahrmann,GK,Schalke 04,de Bundesliga,31,20.8,65.6,0.00
Romain Faivre\Romain-Faivre,MFFW,Brest,fr Ligue 1,22,32.1,80.2,3.93
Fali\Fali,DFMF,Cádiz,es La Liga,26,29.3,70.6,1.81
Iago Falque\Iago-Falque,MFFW,Benevento,it Serie A,30,4.0,75.0,5.75
Andri Fannar Baldursson\Andri-Fannar-Baldursson,MF,Bologna,it Serie A,18,2.4,78.6,2.08
Paolo Faragò\Paolo-Farago,DF,Bologna,it Serie A,27,0.3,84.6,6.67
Paolo Faragò\Paolo-Farago,DFMF,Cagliari,it Serie A,27,4.1,83.1,3.41
Davide Faraoni\Davide-Faraoni,DF,Hellas Verona,it Serie A,28,32.1,72.2,4.58
Mohamed Fares\Mohamed-Fares,DF,Lazio,it Serie A,24,12.7,76.8,2.28
Diego Farias\Diego-Farias,FW,Spezia,it Serie A,30,16.8,81.4,3.69
Wuilker Faríñez\Wuilker-Farinez,GK,Lens,fr Ligue 1,22,1.2,63.0,0.00
Noah Fatar\Noah-Fatar,FWMF,Angers,fr Ligue 1,18,0.2,77.8,0.00
Ansu Fati\Ansu-Fati,FW,Barcelona,es La Liga,17,4.8,84.9,2.29
Julien Faussurier\Julien-Faussurier,DF,Brest,fr Ligue 1,33,10.6,76.4,5.75
Andrea Favilli\Andrea-Favilli,FW,Hellas Verona,it Serie A,23,3.8,73.2,0.79
Federico Fazio\Federico-Fazio,DF,Roma,it Serie A,33,4.5,87.6,4.22
Nabil Fekir\Nabil-Fekir,MFFW,Betis,es La Liga,27,29.1,80.8,4.09
Felipe\Felipe,DF,Atlético Madrid,es La Liga,31,22.9,86.6,1.75
Luiz Felipe\Luiz-Felipe,DF,Lazio,it Serie A,23,10.1,91.6,2.77
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,DF,Augsburg,de Bundesliga,22,29.0,84.2,2.93
João Félix\Joao-Felix,FWMF,Atlético Madrid,es La Liga,20,17.5,83.4,4.29
Zinedine Ferhat\Zinedine-Ferhat,FWMF,Nîmes,fr Ligue 1,27,32.9,66.3,3.59
Bruno Fernandes\Bruno-Fernandes,MF,Manchester Utd,eng Premier League,25,34.4,74.6,6.60
Edimilson Fernandes\Edimilson-Fernandes,MFDF,Mainz 05,de Bundesliga,24,9.3,73.1,2.69
Aitor Fernández\Aitor-Fernandez,GK,Levante,es La Liga,29,29.0,75.8,0.00
Álex Fernández\Alex-Fernandez,MF,Cádiz,es La Liga,27,21.6,74.3,2.78
Álvaro Fernández\Alvaro-Fernandez,GK,Huesca,es La Liga,22,22.0,74.9,0.00
Andrés Fernández\Andres-Fernandez,GK,Huesca,es La Liga,33,16.0,68.2,0.00
Augusto Fernández\Augusto-Fernandez,MF,Cádiz,es La Liga,34,4.1,80.7,1.95
Carlos Fernández\Carlos-Fernandez,FW,Sevilla,es La Liga,24,1.6,74.4,1.25
Carlos Fernández\Carlos-Fernandez,FWMF,Real Sociedad,es La Liga,24,4.3,65.5,2.79
Federico Fernández\Federico-Fernandez,DF,Newcastle Utd,eng Premier League,31,23.1,80.2,0.82
Joaquín Fernández\Joaquin-Fernandez,DF,Valladolid,es La Liga,24,23.0,81.5,1.26
Fernandinho\Fernandinho,MF,Manchester City,eng Premier League,35,13.2,87.7,7.27
Fernando\Fernando,MF,Sevilla,es La Liga,33,28.3,90.5,3.25
Alex Ferrari\Alex-Ferrari,DF,Sampdoria,it Serie A,26,9.8,85.2,2.24
David Ferreiro\David-Ferreiro,MFFW,Huesca,es La Liga,32,28.1,65.7,3.02
Salvador Ferrer\Salvador-Ferrer,DF,Spezia,it Serie A,22,13.2,,
Facundo Ferreyra\Facundo-Ferreyra,FW,Celta Vigo,es La Liga,29,3.3,65.5,0.61
Jordan Ferri\Jordan-Ferri,MF,Montpellier,fr Ligue 1,28,28.6,85.8,5.31
Marco Festa\Marco-Festa,GK,Crotone,it Serie A,28,1.0,81.6,0.00
Fidel\Fidel,MFDF,Elche,es La Liga,30,26.6,73.7,3.05
Sam Field\Sam-Field,MF,West Brom,eng Premier League,22,0.7,65.2,2.86
Alfreð Finnbogason\Alfred-Finnbogason,FW,Augsburg,de Bundesliga,31,6.0,63.1,2.67
Roberto Firmino\Roberto-Firmino,FW,Liverpool,eng Premier League,28,31.5,79.7,4.25
Junior Firpo\Junior-Firpo,DF,Barcelona,es La Liga,23,3.2,89.0,4.38
John Fleck\John-Fleck,MF,Sheffield Utd,eng Premier League,28,28.6,78.0,3.60
Mark Flekken\Mark-Flekken,GK,Freiburg,de Bundesliga,27,3.0,73.6,0.00
Florian Flick\Florian-Flick,MF,Schalke 04,de Bundesliga,20,4.0,82.7,2.50
Alexis Flips\Alexis-Flips,MF,Reims,fr Ligue 1,20,0.5,53.3,0.00
Alessandro Florenzi\Alessandro-Florenzi,DF,Paris S-G,fr Ligue 1,29,17.1,82.8,3.51
Kingsley Fobi\Kingsley-Fobi,DF,Granada,es La Liga,21,0.5,66.7,2.00
Phil Foden\Phil-Foden,FWMF,Manchester City,eng Premier League,20,18.0,82.0,3.33
Mamadou Fofana\Mamadou-Fofana,MFDF,Metz,fr Ligue 1,22,11.9,84.0,1.18
Seko Fofana\Seko-Fofana,MF,Lens,fr Ligue 1,25,25.7,85.8,3.39
Wesley Fofana\Wesley-Fofana,DF,Leicester City,eng Premier League,19,25.1,88.2,3.11
Wesley Fofana\Wesley-Fofana,DF,Saint-Étienne,fr Ligue 1,19,3.5,80.4,3.14
Youssouf Fofana\Youssouf-Fofana,MF,Monaco,fr Ligue 1,21,31.9,84.7,5.08
Thomas Foket\Thomas-Foket,DF,Reims,fr Ligue 1,25,36.9,79.7,2.90
Ramón Folch\Ramon-Folch,MF,Elche,es La Liga,30,0.0,,0
Lamine Fomba\Lamine-Fomba,MF,Nîmes,fr Ligue 1,22,24.2,82.4,1.78
Thomas Fontaine\Thomas-Fontaine,DF,Lorient,fr Ligue 1,29,3.6,89.0,1.11
José Fontán\Jose-Fontan,DF,Celta Vigo,es La Liga,20,7.2,81.8,4.03
